,LOC,DATE,PER,ORG,Mean
lug,0.7496904,0.77760756,0.87598324,0.8193567,0.8056595
kin,0.760502,0.7834587,0.8276716,0.82034385,0.797994
nya,0.7443869,0.7577541,0.83750176,0.8215941,0.7903092
luo,0.74430484,0.7723571,0.82138413,0.78592014,0.78099155
sna,0.75799525,0.7763736,0.7875819,0.8006396,0.78064764
tsn,0.7219479,0.77548754,0.8209291,0.79511285,0.77836937
wol,0.7439735,0.7712741,0.80830276,0.773991,0.77438533
ibo,0.73456264,0.76706195,0.8133546,0.76124066,0.76905495
twi,0.72099584,0.74238306,0.82016295,0.7868705,0.7676031
ewe,0.7212456,0.73320127,0.81566185,0.77948064,0.76239735
pcm,0.7369598,0.70270455,0.826154,0.77605104,0.76046735
zul,0.72617155,0.7457285,0.7858881,0.7799655,0.7594384
xho,0.73719215,0.7483531,0.7691113,0.77695334,0.7579025
mos,0.72180444,0.7237909,0.79653174,0.77228737,0.7536036
swa,0.7262715,0.71883315,0.8076099,0.75520253,0.7519793
bam,0.7297582,0.7292123,0.7933377,0.7379138,0.74755555
hau,0.72502434,0.70497185,0.79837227,0.75316155,0.74538255
fon,0.70495963,0.68714917,0.7968558,0.7579961,0.7367402
yor,0.70689875,0.7322782,0.76443577,0.73420477,0.7344544
bbj,0.7011416,0.7027789,0.80414724,0.723531,0.73289967
