,LOC,ORG,DATE,PER,Mean
lug,0.99823326,0.9993102,0.9992365,0.99459016,0.99784255
kin,0.9983851,0.9992729,0.99930406,0.9942212,0.9977958
nya,0.9981931,0.9991916,0.99894536,0.99439657,0.9976816
luo,0.9983205,0.9988747,0.9990512,0.9942998,0.99763656
sna,0.9986433,0.9990924,0.9991479,0.9933565,0.99756
tsn,0.997657,0.99902624,0.9990626,0.9942136,0.99748987
twi,0.9978277,0.9988951,0.9986407,0.9945116,0.99746877
ibo,0.9981331,0.9986146,0.9990988,0.99396604,0.99745315
wol,0.9983887,0.99872655,0.9991572,0.99348605,0.9974396
swa,0.9978452,0.99839604,0.99792033,0.9952769,0.99735963
xho,0.9982653,0.9986175,0.9982284,0.994209,0.99733007
ewe,0.99773,0.9987225,0.998476,0.99426204,0.99729764
zul,0.9978378,0.9985744,0.99875176,0.9939038,0.99726695
pcm,0.99806917,0.99869835,0.99733466,0.99464315,0.99718636
mos,0.9979144,0.99851763,0.9979085,0.9941077,0.99711204
bam,0.9979273,0.99788374,0.9980684,0.9937949,0.99691856
hau,0.99776286,0.9984944,0.99671555,0.99453205,0.99687624
yor,0.99713504,0.99797153,0.9985384,0.9936487,0.99682343
fon,0.99715537,0.9983531,0.99673676,0.99418426,0.99660736
bbj,0.99693716,0.99767715,0.99754226,0.99390286,0.99651486
