,PER,DATE,ORG,LOC
bam,0.9990227222442627,,0.99904865026474,0.9990977048873901
bbj,0.9985926151275635,,0.9976735711097717,0.9978542327880859
ewe,0.9981759190559387,,0.999123215675354,0.9987062215805054
fon,0.9982225298881531,,0.9987160563468933,0.9986283183097839
hau,0.9986367225646973,,0.9982903599739075,0.9973229169845581
ibo,,,0.9991072416305542,0.9989440441131592
kin,0.9990049600601196,,0.9993179440498352,0.9967707395553589
lug,0.9994819164276123,,0.9997173547744751,
luo,0.9991483688354492,,0.9989779591560364,
mos,0.998627245426178,,0.9988802075386047,0.9981989860534668
nya,0.9995168447494507,,0.9980953931808472,0.9986446499824524
pcm,0.9991779327392578,,0.9966471791267395,0.9947327375411987
sna,0.9991363286972046,,0.9982510209083557,0.9965112209320068
swa,0.9994388222694397,,0.9982454180717468,0.9957447052001953
tsn,,,0.9990904331207275,0.9964126348495483
twi,0.9993629455566406,,0.9992741346359253,0.9985020756721497
wol,0.9990705847740173,,0.9988905787467957,0.9987264275550842
xho,0.9986380934715271,,0.9990097880363464,0.998936116695404
yor,,,0.9985615611076355,0.9982203245162964
zul,0.9987392425537109,,0.9992859959602356,0.9985957741737366
