,PER,DATE,ORG,LOC
bam,0.9997302889823914,,0.9998126029968262,0.9969193339347839
bbj,0.9996473789215088,,0.9998149275779724,0.9967416524887085
ewe,0.999660313129425,,0.999860405921936,0.9969839453697205
fon,0.9996824264526367,,0.9998196959495544,0.9969156980514526
hau,0.9996756315231323,,0.9996839761734009,0.9979767203330994
ibo,0.9998238682746887,,0.9998318552970886,0.9970121383666992
kin,0.9997504353523254,,0.9997626543045044,0.9972972869873047
lug,0.9995213150978088,,0.9999428987503052,0.9971278309822083
luo,0.9998772740364075,,0.9993304014205933,0.9975009560585022
mos,0.9998860955238342,,0.9998374581336975,0.9975440502166748
nya,0.9997247457504272,,0.9997705221176147,0.9969984889030457
pcm,0.9993101954460144,,0.9990796446800232,0.9971712827682495
sna,0.9998452067375183,,0.9997945427894592,0.9968924522399902
swa,0.9996523857116699,,0.9988850355148315,0.9971289038658142
tsn,0.9998347163200378,,0.9992163181304932,0.9969669580459595
twi,0.9999043941497803,,0.9998676180839539,0.9980692267417908
wol,0.9997283220291138,,0.9994460344314575,0.998184859752655
xho,0.9996647834777832,,0.9998440742492676,0.9969382882118225
yor,,,0.9998378753662109,0.9969618916511536
zul,0.9997596740722656,,0.99983811378479,0.9969586730003357
