,PER,DATE,ORG,LOC
bam,0.9999995827674866,0.9999994039535522,0.9999994039535522,0.9999994039535522
bbj,0.9999993443489075,0.9999988079071045,0.9999991655349731,0.9999991059303284
ewe,0.9999995827674866,0.9999992251396179,0.9999996423721313,0.9999995827674866
fon,0.9999991655349731,0.9999988079071045,0.999999463558197,0.9999994039535522
hau,0.9999996423721313,0.9999992251396179,0.9999994039535522,0.9999995231628418
ibo,0.9999997019767761,0.9999995827674866,0.9999996423721313,0.9999997615814209
kin,0.9999993443489075,0.9999992847442627,0.9999995827674866,0.9999995827674866
lug,0.9999996423721313,0.9999994039535522,0.9999997019767761,0.9999997019767761
luo,0.9999995827674866,0.9999992847442627,0.999999463558197,0.9999997615814209
mos,0.9999995827674866,0.9999986290931702,0.9999992847442627,0.9999994039535522
nya,0.9999996423721313,0.9999995827674866,0.9999996423721313,0.9999997615814209
pcm,0.9999993443489075,0.9999980926513672,0.9999990463256836,0.9999993443489075
sna,0.9999996423721313,0.9999994039535522,0.9999996423721313,0.9999997019767761
swa,0.9999994039535522,0.9999986886978149,0.9999993443489075,0.9999992847442627
tsn,0.9999997615814209,0.999999463558197,0.9999997615814209,0.9999994039535522
twi,0.9999996423721313,0.9999992251396179,0.9999997615814209,0.9999997019767761
wol,0.9999993443489075,0.9999988675117493,0.9999994039535522,0.999999463558197
xho,0.9999993443489075,0.9999995231628418,0.999999463558197,0.9999995827674866
yor,0.9999991655349731,0.9999989867210388,0.9999992847442627,0.9999988675117493
zul,0.9999995827674866,0.9999993443489075,0.9999995231628418,0.9999994039535522
