,PER,DATE,ORG,LOC
bam,0.9999963641166687,0.9999942779541016,0.9999935030937195,0.9999949932098389
bbj,0.9999949336051941,0.9999895095825195,0.9999939799308777,0.9999920725822449
ewe,0.9999937415122986,0.9999924302101135,0.9999956488609314,0.9999945759773254
fon,0.9999951720237732,0.9999903440475464,0.9999942779541016,0.9999939799308777
hau,0.9999958276748657,0.999988853931427,0.9999906420707703,0.9999869465827942
ibo,0.9999984502792358,0.9999962449073792,0.9999963045120239,0.9999975562095642
kin,0.9999972581863403,0.9999962449073792,0.999996542930603,0.9999956488609314
lug,0.9999986886978149,0.9999979138374329,0.9999980330467224,0.9999945759773254
luo,0.9999958872795105,0.9999954700469971,0.9999932646751404,0.9999940991401672
mos,0.9999963641166687,0.9999918341636658,0.999996542930603,0.9999954700469971
nya,0.9999978542327881,0.9999961853027344,0.999992847442627,0.9999948740005493
pcm,0.9999924302101135,0.9999659657478333,0.9999806880950928,0.9999872446060181
sna,0.9999976754188538,0.9999963641166687,0.999997079372406,0.9999970197677612
swa,0.9999947547912598,0.999981164932251,0.9999807476997375,0.9999846816062927
tsn,0.9999963045120239,0.9999945163726807,0.9999906420707703,0.9999927878379822
twi,0.9999970197677612,0.9999956488609314,0.9999970197677612,0.9999946355819702
wol,0.9999977350234985,0.9999959468841553,0.9999935030937195,0.999996542930603
xho,0.9999975562095642,0.9999964237213135,0.9999970197677612,0.9999964833259583
yor,0.9999960064888,0.9999946355819702,0.9999964237213135,0.9999955296516418
zul,0.9999982118606567,0.9999961256980896,0.9999971985816956,0.9999955296516418
