,PER,DATE,ORG,LOC
bam,0.9981945753097534,0.9981333017349243,0.9971839189529419,0.997550368309021
bbj,0.9983620047569275,0.9983816146850586,0.9990293979644775,0.9981270432472229
ewe,0.9973759651184082,0.9965769052505493,0.9984080791473389,0.9984421730041504
fon,0.9971097111701965,0.9969600439071655,0.9965369701385498,0.9971381425857544
hau,0.9975769519805908,0.993219256401062,0.9946420788764954,0.994469165802002
ibo,0.9987007975578308,0.9990374445915222,0.9977262020111084,0.9983933568000793
kin,0.9983281493186951,0.9981775879859924,0.9984385371208191,0.9984264969825745
lug,0.9997491240501404,0.997556209564209,0.9992016553878784,0.9973577260971069
luo,0.9988037347793579,0.9989275336265564,0.9976268410682678,0.9984797239303589
mos,0.9989449977874756,0.9984082579612732,0.9985259771347046,0.998638927936554
nya,0.999039888381958,0.9988037347793579,0.9984599351882935,0.9988180994987488
pcm,0.9944260716438293,0.9809536933898926,0.990222156047821,0.9954169988632202
sna,0.9992985129356384,0.9992473125457764,0.9990034103393555,0.9987601637840271
swa,0.9927623271942139,0.98509281873703,0.9930700063705444,0.9886746406555176
tsn,0.998949408531189,0.9986164569854736,0.9966946840286255,0.9977039694786072
twi,0.9981939196586609,0.9983036518096924,0.9987842440605164,0.9975965619087219
wol,0.9989373087882996,0.9993880987167358,0.9976823329925537,0.998757004737854
xho,0.9984981417655945,0.9980089068412781,0.9987219572067261,0.998835563659668
yor,0.9985626935958862,0.9990057349205017,0.9979539513587952,0.9985353350639343
zul,0.9988940358161926,0.9984676241874695,0.9990280866622925,0.9984362125396729
