,PER,DATE,ORG,LOC
bam,,,0.7757825255393982,0.7850357890129089
bbj,,,0.6835943460464478,0.634700357913971
ewe,0.8088651895523071,,0.8117483854293823,
fon,0.7834441661834717,,0.7003006339073181,0.7856056094169617
hau,0.8364162445068359,,0.7600821256637573,0.792902946472168
ibo,,,0.8301681280136108,0.8485047817230225
kin,0.884593665599823,,0.8551509380340576,0.9063125252723694
lug,0.9683951139450073,,0.9564143419265747,
luo,0.8705129623413086,,0.8417686820030212,
mos,0.8151718378067017,,0.7567559480667114,
nya,0.8807135820388794,,0.8207089900970459,0.8492797613143921
pcm,0.872672975063324,,,0.839969277381897
sna,0.8223856687545776,,0.7670929431915283,0.8041808009147644
swa,0.8629364371299744,,0.7917729020118713,0.8039622902870178
tsn,,,0.82262122631073,0.8260408043861389
twi,0.850218653678894,,0.8142842054367065,0.8355528116226196
wol,0.8528194427490234,,0.8100799322128296,0.8208277821540833
xho,0.8179172277450562,,,0.8360533714294434
yor,,,0.6533610224723816,0.7083233594894409
zul,0.8433271646499634,,,0.8019844889640808
