,PER,DATE,LOC,ORG,Mean
twi,0.9224539995193481,,0.9750648140907288,0.9880452752113342,0.9782097024737664
bam,,,0.977031409740448,0.9752742052078247,0.9761528074741364
ibo,,,0.9713879227638245,0.9799777269363403,0.9756828248500824
nya,,,0.9727878570556641,0.9772610664367676,0.9750244617462158
fon,0.9109283685684204,,0.9733439087867737,0.984220564365387,0.9749414515945146
mos,0.9071015119552612,,,0.9810510873794556,0.9731279185840062
bbj,,,0.9611054062843323,0.9838060736656189,0.9724557399749756
ewe,0.9118943810462952,,,0.978977620601654,0.9717901306492942
zul,,,0.9713633060455322,,0.9713633060455322
sna,0.9068989753723145,,0.9772860407829285,,0.9697445694889341
yor,,,0.9555518627166748,0.9800631403923035,0.9678075015544891
tsn,,,0.9630441069602966,0.972368061542511,0.9677060842514038
wol,0.9079635143280029,,0.9686498641967773,0.9715197682380676,0.9665685161104742
hau,0.9071833491325378,,0.9582737684249878,0.9805654287338257,0.9658967920069425
xho,0.904840350151062,,0.9713289141654968,,0.9642051394496646
pcm,0.9007875323295593,,0.970323920249939,,0.9628735929727554
kin,0.8933445811271667,,0.9617709517478943,0.9674332141876221,0.9605686394673474
lug,0.898921012878418,,,0.9664558172225952,0.9592199453285762
luo,0.909123957157135,,,0.9586696028709412,0.9533611408301762
swa,0.913821816444397,,0.9652624130249023,0.9258767366409302,0.9437725319052642
