,PER,LOC,ORG,DATE,Mean
lug,0.9744994640350342,0.9639493227005005,0.9754611849784851,,0.9713033239046732
kin,0.884593665599823,0.8900091052055359,0.8973914980888367,,0.8906647562980652
luo,0.8778754472732544,0.886834442615509,0.8742804527282715,,0.8796634475390116
ibo,0.8781430721282959,0.8689272999763489,0.8631080389022827,,0.8700594703356425
nya,0.8802944421768188,0.86321622133255,0.8616878390312195,,0.8683995008468628
tsn,0.8697759509086609,0.8523839116096497,0.852899432182312,,0.8583530982335409
twi,0.8526360988616943,0.8637415170669556,0.8555213212966919,,0.8572996457417806
pcm,0.872672975063324,0.8480472564697266,0.8207217454910278,,0.8471473256746928
wol,0.8534369468688965,0.8404307961463928,0.8426465392112732,,0.8455047607421875
zul,0.8433271646499634,0.8482233881950378,0.844477117061615,,0.8453425566355387
swa,0.8639280796051025,0.8211448788642883,0.8357522487640381,,0.8402750690778097
xho,0.8179172277450562,0.8364280462265015,0.8464500904083252,,0.8335984547932943
ewe,0.8209458589553833,0.835396409034729,0.841238260269165,,0.8325268427530924
sna,0.8223856687545776,0.8114748001098633,0.8265959620475769,,0.8201521436373392
hau,0.8351877927780151,0.8051918148994446,0.803669810295105,,0.8146831393241882
bam,0.8335512280464172,0.8123943209648132,0.793203592300415,,0.8130497137705485
mos,0.8202507495880127,0.7981799244880676,0.7962926030158997,,0.80490775903066
fon,0.7785067558288574,0.7858877182006836,0.7305969595909119,,0.764997144540151
bbj,0.7386949062347412,0.6629239916801453,0.7176254391670227,,0.7064147790273031
yor,0.6976603269577026,0.7203120589256287,0.6844261884689331,,0.7007995247840881
