Language,Cosine_Similarity
lug,0.9994821
kin,0.9994232
sna,0.9992436
tsn,0.99910563
luo,0.9990773
nya,0.99894375
wol,0.99863267
ibo,0.9981469
pcm,0.9980524
ewe,0.99752575
mos,0.9969155
xho,0.99678093
zul,0.9964437
yor,0.99624115
bam,0.99576235
twi,0.99562
hau,0.9951049
bbj,0.9951044
fon,0.99437755
swa,0.99431396
