,DATE,ORG,LOC,PER
bam,,0.9673717617988586,0.9771177172660828,0.9820865392684937
bbj,,0.9712048172950745,0.9534233212471008,0.9778730869293213
ewe,,0.9812414050102234,0.9609103202819824,0.9807480573654175
fon,,0.9760420918464661,0.9725263118743896,0.9701374769210815
hau,,0.9842429757118225,0.9795950651168823,0.9869223833084106
ibo,,0.9779804348945618,0.9788215160369873,0.9902305603027344
kin,,0.9888989329338074,0.9750898480415344,0.9912480711936951
lug,,0.9889325499534607,0.9726439118385315,0.9928869605064392
luo,,0.9770699143409729,0.9762880206108093,0.9878015518188477
mos,,0.9803344011306763,0.976952850818634,0.9858936667442322
nya,,0.9881771206855774,0.9798892736434937,0.9913766384124756
pcm,,0.9575172066688538,0.9416074156761169,0.9823732972145081
sna,,0.9912184476852417,0.9834821224212646,0.9862178564071655
swa,,0.9778622388839722,0.972999632358551,0.9892046451568604
tsn,,0.9803515076637268,0.9672994017601013,0.9818519949913025
twi,,0.9844800233840942,0.9763239622116089,0.9885122179985046
wol,,0.9805529117584229,0.9767534136772156,0.9819602966308594
xho,,0.9894195199012756,0.9756677150726318,0.9730606079101562
yor,,0.9634371399879456,0.9504575133323669,0.9689140915870667
zul,,0.9923224449157715,0.9700450897216797,0.9879404902458191
