,DATE,PER,ORG,LOC
bam,0.9998977780342102,0.9999303817749023,0.9999350905418396,0.9999245405197144
bbj,0.9997760057449341,0.9999390244483948,0.999890923500061,0.9998424053192139
ewe,0.9997959733009338,0.9999127388000488,0.9998942613601685,0.9998633861541748
fon,0.999579668045044,0.9998483657836914,0.9999321103096008,0.9998655915260315
hau,0.9999191164970398,0.9999699592590332,0.9999578595161438,0.9999560117721558
ibo,0.999903678894043,0.999965488910675,0.9998863935470581,0.9999148845672607
kin,0.9998459815979004,0.9999563694000244,0.9999423027038574,0.999889075756073
lug,0.9999068379402161,0.9999804496765137,0.9999734163284302,0.9999164342880249
luo,0.9999305605888367,0.9999109506607056,0.9998796582221985,0.999904215335846
mos,0.9998626112937927,0.999930739402771,0.9999198913574219,0.9999336004257202
nya,0.999849796295166,0.9999805092811584,0.9999545812606812,0.9999488592147827
pcm,0.9997961521148682,0.9999057650566101,0.9998384714126587,0.9997986555099487
sna,0.9998514652252197,0.9999485611915588,0.9999772310256958,0.9999608993530273
swa,0.9998700022697449,0.9998961687088013,0.9999059438705444,0.999890923500061
tsn,0.999931812286377,0.9999324679374695,0.9998940229415894,0.9998149871826172
twi,0.9997953772544861,0.9999436736106873,0.9999586343765259,0.9999117851257324
wol,0.9999057650566101,0.9999014139175415,0.999926745891571,0.9998556971549988
xho,0.9999340772628784,0.9998745918273926,0.9999665021896362,0.9999514818191528
yor,0.9998036623001099,0.9998688101768494,0.999880850315094,0.99981290102005
zul,0.9999306201934814,0.99991375207901,0.9999760389328003,0.9998778104782104
