,DATE,PER,LOC,ORG
bam,,0.9609140753746033,0.9624439477920532,0.9243435263633728
bbj,,0.9534023404121399,0.8851066827774048,0.9283457398414612
ewe,,0.9570311307907104,0.9549787640571594,0.9596039056777954
fon,,0.9556796550750732,0.9505500197410583,0.9373313784599304
hau,,0.974245011806488,0.976264238357544,0.9707107543945312
ibo,,0.9778896570205688,0.9723014831542969,0.961651086807251
kin,,0.987480878829956,0.9612950682640076,0.9792652130126953
lug,,0.9899711608886719,0.949862003326416,0.974901020526886
luo,,0.9817215800285339,0.9736239910125732,0.9675998687744141
mos,,0.9799338579177856,0.9695539474487305,0.9676823616027832
nya,,0.9895218014717102,0.9767494201660156,0.9791062474250793
pcm,,0.972510576248169,0.8965213894844055,0.9023148417472839
sna,,0.9825119972229004,0.980471134185791,0.9865450859069824
swa,,0.9848034381866455,0.9671190977096558,0.9655346274375916
tsn,,0.9582256078720093,0.9621407389640808,0.9686309099197388
twi,,0.9768969416618347,0.9620020985603333,0.966300904750824
wol,,0.9776557087898254,0.9749998450279236,0.9745703339576721
xho,,0.9644128084182739,0.9733335375785828,0.9828817844390869
yor,,,0.9397835731506348,0.9550445079803467
zul,,0.984039306640625,0.9655686616897583,0.9840426445007324
