,DATE,PER,LOC,ORG,Mean
lug,0.770149,0.87526023,0.8232353,0.82496965,0.8234036
kin,0.7762713,0.83993435,0.78272593,0.85024,0.8122929
luo,0.75665903,0.8422222,0.7926353,0.84672964,0.8095616
ibo,0.802704,0.8301568,0.7516617,0.8376,0.8055306
twi,0.7724526,0.81131864,0.77732265,0.8484409,0.8023837
tsn,0.76425934,0.83937407,0.76140124,0.82480216,0.7974592
swa,0.72780454,0.84095967,0.7888348,0.8253397,0.79573464
pcm,0.71176684,0.8349809,0.7642913,0.8202762,0.7828288
wol,0.7667221,0.8257895,0.7223556,0.80468297,0.77988756
nya,0.7501843,0.77349854,0.74192476,0.84700674,0.7781536
ewe,0.7339906,0.7900448,0.74503577,0.8222804,0.7728379
mos,0.73550683,0.82044315,0.71181566,0.81573856,0.77087605
sna,0.77487373,0.7534404,0.7329288,0.8160618,0.76932615
zul,0.76344967,0.772351,0.7364676,0.80215174,0.768605
bbj,0.7377633,0.82205087,0.71157134,0.8021188,0.7683761
xho,0.7981741,0.7761301,0.7265862,0.76347077,0.7660903
bam,0.7337214,0.8262172,0.7397001,0.7634943,0.76578325
hau,0.7535186,0.8020896,0.70993114,0.7938574,0.7648491
fon,0.72392416,0.7975543,0.7196654,0.8114543,0.7631495
yor,0.7672101,0.77030206,0.70951974,0.7859398,0.75824296
