,PER,ORG,DATE,LOC,Mean
twi,0.6263338923454285,0.8576453924179077,,0.8398962020874023,0.8435574322938919
kin,0.5932206511497498,0.882310688495636,,0.8159056305885315,0.8431107960641384
lug,0.6094686388969421,0.8524844646453857,,0.8342841863632202,0.837901926599443
nya,0.6424210071563721,0.8475970029830933,,0.8071677684783936,0.8230473534204066
sna,0.5711066722869873,0.8251073956489563,,0.8076781034469604,0.8106438571121544
zul,0.6016131043434143,0.8572848439216614,,0.7647004127502441,0.8060852957423776
swa,0.6001518964767456,0.8197007775306702,,0.792595386505127,0.8013200464192778
luo,0.600205659866333,0.7991695404052734,,0.8124701380729675,0.8010007569100708
ibo,0.5793238282203674,0.7827005982398987,,0.8268614411354065,0.7994968667626381
hau,0.6095209717750549,0.8469384908676147,,0.7447919845581055,0.7914977939799428
tsn,0.5752123594284058,0.8006536364555359,,0.7668347358703613,0.7788567214738578
xho,0.5255926847457886,0.8209267258644104,,0.7402557134628296,0.7746146915014833
mos,0.5386102199554443,0.8136247396469116,,0.7443357110023499,0.7733465533237904
ewe,0.571732759475708,0.7759827971458435,,0.761368989944458,0.7640600388403982
bam,0.5582735538482666,0.7212312817573547,,0.8123708963394165,0.7619137249421328
fon,0.5286528468132019,0.77411288022995,,0.7605305314064026,0.7617279044352472
wol,0.5938023328781128,0.7946291565895081,,0.6793407201766968,0.7336290960665792
pcm,0.5730651617050171,0.6947870850563049,,0.7672271132469177,0.7273053349927068
bbj,0.5438984036445618,0.7481269240379333,,0.6502583622932434,0.6955529344268143
yor,0.4831255376338959,0.7329208254814148,,0.6316016316413879,0.677593985805288
