,LOC,DATE,ORG,PER,Mean
sna,0.9999982714653015,,0.9999979138374329,0.9999951720237732,0.9999979273328241
lug,,,0.9999980926513672,0.9999929666519165,0.9999975434371403
wol,0.9999979734420776,,0.9999967813491821,0.9999949932098389,0.9999972424417172
nya,0.9999984502792358,,0.999995231628418,0.999995231628418,0.9999967498599358
ibo,0.9999980330467224,,0.9999953508377075,,0.999996691942215
tsn,0.9999971985816956,,0.9999960660934448,,0.9999966323375702
hau,0.9999968409538269,,0.9999976754188538,0.9999842047691345,0.9999965193136683
xho,0.9999986290931702,,0.9999939799308777,0.9999951720237732,0.9999962404089154
fon,0.9999971389770508,,0.999995768070221,0.9999926686286926,0.9999962392842995
twi,0.9999952912330627,,0.9999976754188538,0.9999867081642151,0.9999959300149162
kin,0.9999982118606567,,0.9999943971633911,0.9999867081642151,0.9999957613225253
ewe,0.9999951720237732,,0.9999968409538269,0.9999908208847046,0.9999957129640399
pcm,0.9999949336051941,,0.9999966621398926,0.999989926815033,0.9999954655485334
swa,0.9999966621398926,,0.9999935626983643,0.9999954700469971,0.9999951326622153
mos,0.9999967813491821,,0.999995231628418,0.999980092048645,0.9999951056714328
bam,0.9999969005584717,,0.9999923706054688,0.9999908208847046,0.9999944196557099
yor,0.9999927878379822,,0.9999953508377075,,0.9999940693378448
bbj,0.9999942779541016,,0.999994695186615,0.999984622001648,0.9999939281985445
zul,0.9999953508377075,,0.9999881386756897,0.9999912977218628,0.9999917194528399
luo,,,0.9999844431877136,0.9999951124191284,0.999985586319651
