,LOC,DATE,PER,ORG,Mean
lug,,,0.9999992251396179,0.9999975562095642,0.9999983906745911
twi,0.9999962449073792,,0.9999984502792358,0.9999982118606567,0.999997635682424
hau,0.9999963045120239,,0.9999983310699463,0.9999977946281433,0.9999974767367045
mos,0.9999966621398926,,0.999998152256012,0.9999970197677612,0.9999972780545553
nya,0.9999976754188538,,0.9999977946281433,0.9999951124191284,0.9999968608220419
wol,0.9999963641166687,,0.9999985694885254,0.9999951124191284,0.9999966820081075
ewe,0.9999958276748657,,0.9999974966049194,0.9999966621398926,0.9999966621398926
tsn,0.9999959468841553,,,0.9999963641166687,0.999996155500412
fon,0.9999960064888,,0.9999970197677612,0.9999952912330627,0.9999961058298746
ibo,0.999994158744812,,,0.999997615814209,0.9999958872795105
xho,0.9999937415122986,,0.9999971985816956,0.9999955296516418,0.999995489915212
yor,0.9999898672103882,,,0.9999978542327881,0.9999938607215881
sna,0.9999891519546509,,0.9999964237213135,0.9999945759773254,0.9999933838844299
luo,,,0.9999964237213135,0.9999902248382568,0.9999933242797852
kin,0.9999896287918091,,0.9999960660934448,0.9999940395355225,0.9999932448069254
swa,0.9999909400939941,,0.9999964833259583,0.9999920725822449,0.9999931653340658
bam,0.9999960064888,,0.9999976754188538,0.9999848008155823,0.999992827574412
bbj,0.9999873638153076,,0.9999967217445374,0.9999935030937195,0.9999925295511881
pcm,0.9999894499778748,,0.9999958276748657,0.9999915361404419,0.9999922712643942
zul,0.9999856352806091,,0.9999922513961792,0.9999933242797852,0.9999904036521912
