,ORG,LOC,PER,DATE
bam,0.9999931454658508,0.9999958872795105,0.9999890327453613,
bbj,0.9999945163726807,0.9999984502792358,0.9999894499778748,
ewe,0.9999951124191284,0.9999869465827942,0.9999926686286926,
fon,0.9999960064888,0.9999985098838806,0.9999900460243225,
hau,0.9999977350234985,0.9999803304672241,0.9999933838844299,
ibo,0.9999986290931702,0.9999955892562866,,
kin,0.9999963641166687,0.9999977350234985,0.9999933242797852,
lug,0.9999912977218628,,0.9999886751174927,
luo,0.9999967813491821,,0.9999947547912598,
mos,0.9999983310699463,0.9999877214431763,0.999993622303009,
nya,0.9999974966049194,0.9999845623970032,0.9999930262565613,
pcm,0.9999945759773254,0.999998927116394,0.9999933242797852,
sna,0.9999958872795105,0.9999988675117493,0.9999957084655762,
swa,0.9999961853027344,0.9999962449073792,0.9999932050704956,
tsn,0.9999982714653015,0.9999756813049316,,
twi,0.9999987483024597,0.9999977946281433,0.9999909400939941,
wol,0.9999959468841553,0.9999904632568359,0.9999886751174927,
xho,0.9999920725822449,0.9999971985816956,0.9999930262565613,
yor,0.9999980926513672,0.9999973773956299,,
zul,0.9999969005584717,0.9999918341636658,0.9999919533729553,
