,ORG,LOC,DATE,PER
bam,0.7386887073516846,0.8705304265022278,,
bbj,0.8059645891189575,0.5974487066268921,,
ewe,0.8150445222854614,,,0.8738555312156677
fon,0.8512154817581177,0.7716488838195801,,0.8385537266731262
hau,0.8562523722648621,0.7165700197219849,,0.9011996388435364
ibo,0.8529719710350037,0.7689687013626099,,
kin,0.8371761441230774,0.7957023978233337,,0.8928790092468262
lug,0.8495887517929077,,,0.8873587250709534
luo,0.773741602897644,,,0.8900185823440552
mos,0.8067169785499573,,,0.8375649452209473
nya,0.8358757495880127,0.727880597114563,,0.9088802337646484
pcm,,0.8626439571380615,,0.9202091097831726
sna,0.7369924187660217,0.7251607179641724,,0.8868083953857422
swa,0.7812322378158569,0.8804929256439209,,0.9118943214416504
tsn,0.8297333121299744,0.7586014270782471,,
twi,0.8635534048080444,0.8740889430046082,,0.9331153631210327
wol,0.7921864986419678,0.7027847170829773,,0.8885045647621155
xho,,0.6595288515090942,,0.7220900058746338
yor,0.8071631789207458,0.4607471227645874,,
zul,,0.6742143630981445,,0.8288346529006958
