,ORG,LOC,DATE,PER,Mean
kin,0.9517817497253418,0.8240169286727905,0.9247670769691467,0.8797863721847534,0.8950880318880081
twi,0.9397925138473511,0.8560981750488281,0.8705729246139526,0.8980301022529602,0.891123428940773
tsn,0.9141421318054199,0.8246741890907288,0.8999011516571045,0.8921376466751099,0.8827137798070908
zul,0.9249442219734192,0.8159081339836121,0.903043806552887,0.8717436194419861,0.8789099454879761
ibo,0.9365573525428772,0.7743887901306152,0.9208185076713562,0.8826949000358582,0.8786148875951767
luo,0.930216372013092,0.8435953855514526,0.8885799050331116,0.8440787196159363,0.8766175955533981
wol,0.9364669322967529,0.7427794337272644,0.9207289814949036,0.8973100185394287,0.8743213415145874
nya,0.9346401691436768,0.779321551322937,0.8945964574813843,0.885669469833374,0.873556911945343
sna,0.89756178855896,0.7906834483146667,0.8937608599662781,0.8698843717575073,0.862972617149353
xho,0.9036585092544556,0.7733983993530273,0.9049407839775085,0.8630380034446716,0.8612589240074158
lug,0.8565492033958435,0.8863330483436584,0.8584563136100769,0.8435797095298767,0.8612295687198639
ewe,0.9273329973220825,0.8150649070739746,0.8331485986709595,0.8135311603546143,0.8472694158554077
mos,0.9268242716789246,0.7744401693344116,0.7779665589332581,0.886130154132843,0.8413402885198593
fon,0.8936708569526672,0.752877950668335,0.8011931777000427,0.8818119764328003,0.8323884904384613
bbj,0.9028002023696899,0.6980569958686829,0.7943463921546936,0.8798912763595581,0.8187737166881561
yor,0.873735785484314,0.7092196941375732,0.865493893623352,0.8220112919807434,0.8176151663064957
swa,0.8141001462936401,0.8250507116317749,0.7369073629379272,0.8931053280830383,0.8172908872365952
hau,0.8883984088897705,0.6867974996566772,0.8512070178985596,0.8344511985778809,0.815213531255722
bam,0.8303326368331909,0.7573251724243164,0.8425508141517639,0.8234212398529053,0.8134074658155441
pcm,0.8368739485740662,0.8142312169075012,0.7072426080703735,0.8826503753662109,0.810249537229538
