,ORG,LOC,PER,DATE
bam,0.8186171054840088,0.8599637746810913,0.7697929739952087,0.9118149876594543
bbj,0.8900057077407837,0.7071749567985535,0.7903915047645569,0.8243811130523682
ewe,0.9268320202827454,0.86753249168396,0.7909618020057678,0.7477767467498779
fon,0.9225336313247681,0.8295115828514099,0.7722582817077637,0.8679353594779968
hau,0.9445040822029114,0.8120114803314209,0.7968032360076904,0.9249251484870911
ibo,0.9351568222045898,0.8297903537750244,0.7847786545753479,0.9551702737808228
kin,0.9361063241958618,0.9039902091026306,0.7675999999046326,0.9578471183776855
lug,0.9406929612159729,0.9234384298324585,0.7217890620231628,0.9227349758148193
luo,0.9278091192245483,0.910686731338501,0.7755552530288696,0.9388794898986816
mos,0.9185879826545715,0.8294228911399841,0.7843589186668396,0.8171965479850769
nya,0.9201570153236389,0.8380860686302185,0.7996225357055664,0.9344140887260437
pcm,0.8680499792098999,0.8623543977737427,0.7487666606903076,0.7287952899932861
sna,0.9349162578582764,0.8128641843795776,0.7799978852272034,0.9594680070877075
swa,0.8603206276893616,0.9013833999633789,0.7455750703811646,0.881207287311554
tsn,0.918529212474823,0.8638811707496643,0.7806441187858582,0.9450287222862244
twi,0.9539586305618286,0.8941358327865601,0.7803841233253479,0.9079926609992981
wol,0.9157347679138184,0.8054996728897095,0.7871333956718445,0.920520544052124
xho,0.9208159446716309,0.7917491793632507,0.7740735411643982,0.9190759062767029
yor,0.8933354616165161,0.7316586375236511,0.7300879955291748,0.8690071702003479
zul,0.9322410821914673,0.861503541469574,0.7830440998077393,0.94003826379776
