,ORG,LOC,PER,DATE
bam,0.9056761860847473,0.9434964060783386,0.8510577082633972,0.9599772691726685
bbj,0.9432929158210754,0.8747624158859253,0.8573246598243713,0.9003233313560486
ewe,0.9588971734046936,0.9194012880325317,0.8554630875587463,0.8684815764427185
fon,0.9574090838432312,0.9361995458602905,0.8484352827072144,0.9114387631416321
hau,0.9654189348220825,0.9344873428344727,0.8616480231285095,0.9607158899307251
ibo,0.9622222185134888,0.9476717710494995,0.8577161431312561,0.9710389971733093
kin,0.9668856859207153,0.9312054514884949,0.8523737788200378,0.9665164947509766
lug,0.963554859161377,0.9094104170799255,0.8335415720939636,0.9465860724449158
luo,0.9599048495292664,0.9496789574623108,0.8550370335578918,0.9652490615844727
mos,0.9617635011672974,0.9437651634216309,0.8579779863357544,0.903418779373169
nya,0.9511281251907349,0.9359205365180969,0.8669962882995605,0.9587993621826172
pcm,0.9161802530288696,0.9209302067756653,0.8462944030761719,0.8492918610572815
sna,0.9578431248664856,0.9422585964202881,0.85472172498703,0.9685127139091492
swa,0.9127328991889954,0.907448947429657,0.8349167108535767,0.9229733347892761
tsn,0.9490963220596313,0.9339972138404846,0.862250030040741,0.9683614373207092
twi,0.9692109823226929,0.944232165813446,0.8554894924163818,0.9459035992622375
wol,0.9545599818229675,0.9288186430931091,0.8638935089111328,0.9503001570701599
xho,0.9622330665588379,0.9247430562973022,0.850161075592041,0.9505051970481873
yor,0.9470309019088745,0.8480854630470276,0.8223108053207397,0.9192152619361877
zul,0.9665780067443848,0.9453806281089783,0.8517197370529175,0.9577433466911316
