,ORG,LOC,PER,DATE
bam,0.8925273418426514,0.9531828165054321,,
bbj,0.9382008910179138,0.8876111507415771,0.8603828549385071,
ewe,0.9529879093170166,,0.8667005896568298,
fon,0.9534894227981567,0.9443695545196533,0.8610566258430481,
hau,0.9666808843612671,0.9369590878486633,0.8739338517189026,
ibo,0.9633527398109436,0.9546814560890198,,
kin,0.9686327576637268,0.9411795139312744,0.868209958076477,
lug,0.9706884622573853,,0.8646023273468018,
luo,0.9438397884368896,,0.8759283423423767,
mos,0.9533089399337769,0.9204045534133911,0.8574762344360352,
nya,0.9632768630981445,0.9545600414276123,0.8864846229553223,
pcm,0.9010226726531982,0.9350383877754211,0.8725680112838745,
sna,0.9612925052642822,0.9458085894584656,0.8713905215263367,
swa,0.9381003379821777,0.9402316808700562,0.87937331199646,
tsn,0.9607076644897461,0.9514455795288086,,
twi,0.9747990369796753,0.9515972137451172,0.8807520866394043,
wol,0.9405731558799744,0.9224128723144531,0.8752533793449402,
xho,,0.9225907325744629,0.861318826675415,
yor,0.9411981105804443,0.8796099424362183,,
zul,,0.9212297201156616,0.8805909752845764,
