,ORG,LOC,PER,DATE
bam,0.8823516964912415,0.9485923647880554,0.8082242608070374,
bbj,0.9389625191688538,0.881764829158783,0.8443500399589539,
ewe,0.9479000568389893,0.9050014615058899,0.8465338945388794,
fon,0.9556992053985596,0.9382449388504028,0.835564911365509,
hau,0.9628497958183289,0.9284837245941162,0.8485737442970276,
ibo,0.9598178863525391,0.9484939575195312,,
kin,0.9628030061721802,0.9358057379722595,0.8477311730384827,
lug,0.9640655517578125,,0.8352174758911133,
luo,0.9373388886451721,,0.8510132431983948,
mos,0.9527909159660339,0.9413631558418274,0.8360483646392822,
nya,0.9538134336471558,0.9444931149482727,0.8658847808837891,
pcm,0.9239787459373474,0.9290435314178467,0.8501160144805908,
sna,0.9521688222885132,0.9356773495674133,0.8506501913070679,
swa,0.9229003190994263,0.9287021160125732,0.8550297021865845,
tsn,0.9469084739685059,0.9437448382377625,,
twi,0.9697515964508057,0.944861650466919,0.8547666668891907,
wol,0.9284579753875732,0.9138356447219849,0.8586423993110657,
xho,0.9352424144744873,0.9115996956825256,0.8357422351837158,
yor,0.9414991736412048,0.8670655488967896,,
zul,0.9614742994308472,0.9125244617462158,0.8510632514953613,
