,ORG,DATE,PER,LOC
bam,0.9829185605049133,,0.9951091408729553,0.9823728799819946
bbj,0.9817582964897156,,0.9904008507728577,0.9372097849845886
ewe,0.9833387732505798,,0.9815489053726196,0.9918312430381775
fon,0.9893853068351746,,0.9830487370491028,0.9709355235099792
hau,0.9855141639709473,,0.9943252205848694,0.9696797132492065
ibo,0.9887748956680298,,0.9962398409843445,0.973553478717804
kin,0.983991265296936,,0.9911431670188904,0.9899175763130188
lug,0.9904027581214905,,0.9899555444717407,0.9928741455078125
luo,0.9817794561386108,,0.9877222180366516,0.9921591877937317
mos,0.9786385893821716,,0.9924660325050354,0.9700934290885925
nya,0.9910854697227478,,0.9977474212646484,0.9710773229598999
pcm,0.9839081764221191,,0.9962636232376099,0.9910426139831543
sna,0.978341281414032,,0.9908098578453064,0.9811707735061646
swa,0.9775046110153198,,0.9945264458656311,0.9923574328422546
tsn,0.9875725507736206,,0.9931102991104126,0.9763770699501038
twi,0.9927107691764832,,0.9965827465057373,0.9903327226638794
wol,0.9856634736061096,,0.99417644739151,0.9768631458282471
xho,0.9845333099365234,,0.9688399434089661,0.9733545780181885
yor,0.9900379776954651,,0.9668354988098145,0.9168292284011841
zul,0.9864856600761414,,0.9826613068580627,0.977009654045105
