,PER,ORG,LOC,DATE,Mean
lug,0.6750976923094828,0.8881692551061422,0.9330226580432315,0.9263906756977548,0.8556700702891528
kin,0.6400131637051141,0.8919758252364034,0.9178096329272543,0.9177322124315658,0.8418827085750844
nya,0.6858856909782225,0.9026912458266149,0.8791634089398547,0.8885918328640858,0.8390830446521944
sna,0.6664432183133232,0.871881880836566,0.8416694927928386,0.9311157256862062,0.8277775794072335
luo,0.6391799476259772,0.8666912584218417,0.8874181962522308,0.8624675451474829,0.8139392368618831
twi,0.6574064852335647,0.8714472337066903,0.8418342535232428,0.84576072348292,0.8041121739866045
swa,0.6663057354589712,0.8639287601976648,0.8461262351479147,0.8151858950228004,0.7978866564568378
xho,0.6351465218576451,0.8132347653491461,0.7963056459982201,0.9374884280829342,0.7955438403219863
zul,0.6604786212206785,0.8358034059120193,0.7887674836411668,0.8728502437048562,0.7894749386196802
ibo,0.6408962398775284,0.7803991901556591,0.8375981540148058,0.8782434330107612,0.7842842542646886
tsn,0.647056482541494,0.8563894653650158,0.7306810641105578,0.8930324691140605,0.7817898702827821
hau,0.6552540300500656,0.8391708840039024,0.7598065050187759,0.8683874942362318,0.7806547283272439
bam,0.6299961352532786,0.7651614379263039,0.8195020061282497,0.8528559014125654,0.7668788701800994
wol,0.659320556159637,0.8254604367040909,0.7714541742944632,0.8088233962401231,0.7662646408495786
ewe,0.5973461586682849,0.8110266630524683,0.7875472636366698,0.7705459184521893,0.7416165009524031
mos,0.6181647049845425,0.8209698741254361,0.7545496204532475,0.7351580415120385,0.7322105602688161
pcm,0.6411568709143378,0.7765018846410491,0.7813162852174785,0.6801442513677924,0.7197798230351644
fon,0.5804692651500215,0.737600624017926,0.7151068331026714,0.6705819849413118,0.6759396768029827
yor,0.56214319968783,0.7447562657210905,0.6088983746348446,0.716716686467097,0.6581286316277155
bbj,0.60934927469468,0.6582794884482854,0.5969192140615974,0.6965254683975555,0.6402683614005296
