,ORG,DATE,PER,LOC
bam,0.9721036553382874,0.9679317474365234,0.9860619306564331,0.9489943385124207
bbj,0.9842902421951294,0.9642279148101807,0.9846965074539185,0.9333888292312622
ewe,0.9879461526870728,0.9617629647254944,0.9855924248695374,0.9629574418067932
fon,0.9820519089698792,0.9642272591590881,0.9868576526641846,0.9338681697845459
hau,0.9731284379959106,0.9563650488853455,0.9830623865127563,0.9323320984840393
ibo,0.9866445660591125,0.9879496693611145,0.9864546060562134,0.948327362537384
kin,0.9895753264427185,0.9815184473991394,0.9856630563735962,0.978567361831665
lug,0.9610550999641418,0.9541261196136475,0.9947777986526489,0.9712573289871216
luo,0.9805712103843689,0.9784464836120605,0.9865269064903259,0.969118595123291
mos,0.9836593270301819,0.9441802501678467,0.9875646829605103,0.9493402242660522
nya,0.9891274571418762,0.9715808629989624,0.988756000995636,0.9586005210876465
pcm,0.9668489694595337,0.9251633286476135,0.987842321395874,0.9639607667922974
sna,0.9852955937385559,0.9854776859283447,0.9871519804000854,0.9600964784622192
swa,0.96843421459198,0.9277626872062683,0.9856556057929993,0.9690324664115906
tsn,0.9800688028335571,0.9810338020324707,0.9876233339309692,0.9556621313095093
twi,0.9888833165168762,0.9756399989128113,0.9885380268096924,0.9710583686828613
wol,0.9833741188049316,0.9822021126747131,0.9871199131011963,0.9430404901504517
xho,0.9846876263618469,0.9848560094833374,0.9835785627365112,0.9444760680198669
yor,0.9859672784805298,0.9732038378715515,0.9774336218833923,0.9319244623184204
zul,0.9900158643722534,0.9815872311592102,0.9828670620918274,0.9551417827606201
