,PER,DATE,ORG,LOC,Mean
ibo,,,0.9987938404083252,0.9980340600013733,0.9984139502048492
ewe,0.9915068745613098,,0.9989643692970276,,0.998411962279567
twi,0.9915311932563782,,0.9992668032646179,0.9978231191635132,0.9982752009080007
bbj,,,0.9985523223876953,0.9975590705871582,0.9980556964874268
sna,0.9913513660430908,,0.9978992342948914,0.9987363815307617,0.9980498678409137
tsn,,,0.9982149004936218,0.997787356376648,0.9980011284351349
pcm,0.9915372133255005,,,0.9984346628189087,0.9979237406342117
fon,0.9912633299827576,,0.9984508156776428,0.997792661190033,0.9978579534934118
kin,0.9895442128181458,,0.998293399810791,0.9980632662773132,0.9978462514969019
mos,0.9904472231864929,,0.998431921005249,,0.9978404619075634
nya,0.9901416897773743,,0.998384952545166,0.9977121353149414,0.9977444341549506
xho,0.991101861000061,,,0.9980531930923462,0.9975382796040287
zul,0.9899994730949402,,,0.9979957342147827,0.9974034185762759
wol,0.9907487034797668,,0.9974792003631592,0.9977742433547974,0.9973621826905471
yor,,,0.9981454610824585,0.9964271187782288,0.9972862899303436
hau,0.9917473793029785,,0.9979696869850159,0.9968534111976624,0.9971936964071714
swa,0.9907169938087463,,0.9969526529312134,0.9978229999542236,0.9971312559567965
bam,,,0.9961638450622559,0.9978417754173279,0.9970028102397919
luo,0.9925125241279602,,0.9969573020935059,,0.9966280592812432
lug,0.9871323704719543,,0.9973684549331665,,0.9966102264545582
