,PER,ORG,DATE,LOC,Mean
lug,0.9845640478627008,0.947823831058144,0.8744517859173272,0.9642906444425673,0.9427825773201849
kin,0.9446738505890826,0.9507937525793572,0.9174470344204655,0.9373532546245199,0.9375669730533563
luo,0.9621134232156836,0.9566562671042202,0.8905013205429455,0.9232365373505077,0.9331268870533392
twi,0.9640015991456046,0.9676731960059494,0.8642828074832446,0.9335463618750656,0.932375991127466
ibo,0.9469158000958277,0.945233817713901,0.9313055959552703,0.862034936507346,0.9213725375680861
swa,0.9539053248513666,0.9458272750874285,0.8470253160330639,0.9373812071201341,0.9210347807729983
sna,0.9580104522946619,0.9277288784044876,0.939932187511953,0.8434123669365825,0.9172709712869211
nya,0.9478864180628961,0.9602417137799313,0.8683459245330588,0.8642953609187743,0.9101923543236651
tsn,0.9456938774549423,0.9441860488152699,0.895105469863849,0.8025394410171615,0.8968812092878057
zul,0.9039543486614859,0.9193685468055236,0.8972900456734353,0.8588097377470334,0.8948556697218695
hau,0.9566345617032396,0.9374180027987382,0.9104484285976718,0.7744397945634761,0.8947351969157814
wol,0.9407609049977018,0.9403778381228114,0.8765569925424253,0.7932041324874288,0.8877249670375918
ewe,0.9570738068906995,0.9420733240029031,0.7198319873446805,0.9274491315003539,0.8866070624346593
bam,0.9458817015115115,0.8770534012310733,0.856407501707523,0.8611580076821518,0.8851251530330649
xho,0.9186719090792452,0.9064515453993199,0.9405472083248424,0.7551621058691896,0.8802081921681493
pcm,0.9664700316598488,0.93327001068684,0.6643632299920195,0.9203325529479238,0.8711089563216581
mos,0.9438796101057042,0.9407083156868279,0.8246652269194039,0.7641520908072594,0.8683513108797989
fon,0.9411598835363002,0.9187421147195403,0.8230441988801716,0.7750350104084403,0.864495301886113
yor,0.8582359282470317,0.9182597750740016,0.81710791499939,0.6341137325031376,0.8069293377058901
bbj,0.9518928292722233,0.8557356348449934,0.7515939582626442,0.6554600551777968,0.8036706193894144
