,PER,LOC,DATE,ORG,Mean
kin,0.5699719,0.7075465,0.70038515,0.6772141,0.66377944
lug,0.5691714,0.71411824,0.6812872,0.6665857,0.65779066
nya,0.5681078,0.6927746,0.66526496,0.69046026,0.6541519
sna,0.56712604,0.6761744,0.7027843,0.6573606,0.6508613
xho,0.55404127,0.65114146,0.7138333,0.63926286,0.63956976
luo,0.56622714,0.66829085,0.63623357,0.6462699,0.6292554
hau,0.56696206,0.6331441,0.668151,0.63794947,0.6265516
tsn,0.5605648,0.62965775,0.6597743,0.6546106,0.62615186
twi,0.5667506,0.6396439,0.63026804,0.6627316,0.62484854
zul,0.56835234,0.64274335,0.6490567,0.6338076,0.62349
swa,0.567008,0.63403696,0.6335732,0.6532867,0.62197626
wol,0.5671222,0.63577604,0.6432445,0.63399154,0.62003356
ibo,0.55862176,0.6634977,0.636727,0.606452,0.6163246
bam,0.55301374,0.6391537,0.6334855,0.6065599,0.6080532
mos,0.5594265,0.60619056,0.60122585,0.62817496,0.59875447
ewe,0.54701555,0.60811317,0.6141871,0.62511533,0.5986078
yor,0.54887736,0.5758132,0.5800024,0.59292257,0.5744039
fon,0.54756707,0.5794297,0.5504994,0.6057283,0.57080615
pcm,0.5605852,0.581065,0.53325754,0.6024635,0.5693428
bbj,0.5515262,0.52466255,0.5663593,0.56914574,0.55292344
