,LOC,ORG,DATE,PER,Mean
lug,0.9999853083149897,0.9999861831921634,0.9999748319904685,0.9999974715570406,0.9999859487636655
kin,0.9999860241916062,0.9999833972968019,0.9999706384147138,0.9999919037281061,0.9999829909078071
nya,0.9999647283270212,0.9999929704117096,0.9999668256534439,0.9999923822021527,0.9999792266485819
tsn,0.9999660843690944,0.9999933083202243,0.9999713000076148,0.9999797721212166,0.9999776162045375
ibo,0.9999527526340254,0.9999892982069276,0.9999809320103222,0.9999850877135115,0.9999770176411966
luo,0.9999738052558353,0.9999772974634978,0.9999747728613406,0.9999799442187702,0.9999764549498611
swa,0.999994989636109,0.9999823203378119,0.9999298214423625,0.9999874024719535,0.9999736334720593
twi,0.9999647148478337,0.9999956677867854,0.9999325371255361,0.99999511744216,0.9999720093005788
zul,0.9999281848329861,0.9999935164111734,0.9999820246049734,0.9999806525323607,0.9999710945953735
fon,0.9999473684923768,0.9999692557669592,0.9999675435914835,0.9999855288850484,0.999967424183967
wol,0.9999223519975642,0.9999882909136734,0.9999709898224538,0.9999870051527815,0.9999671594716182
bam,0.9999212416107297,0.9999865859893838,0.9999647393000201,0.9999925147768268,0.9999662704192401
yor,0.9999102820195577,0.9999883223196839,0.9999729324895905,0.999979776953785,0.9999628284456543
sna,0.9998905766253546,0.9999755048973193,0.999984881757664,0.9999874785607087,0.9999596104602616
mos,0.9999502746944591,0.9999848291971472,0.9999083785809775,0.9999904311239247,0.9999584783991271
pcm,0.999982457897647,0.9999811317742168,0.9998517413877026,0.9999930576405491,0.9999520971750289
hau,0.9998736620077077,0.9999488125043392,0.9999802710303412,0.9999959679457855,0.9999496783720434
xho,0.9998219383133147,0.9999739275865582,0.9999865081272842,0.9999826731055762,0.9999412617831833
ewe,0.9999593798447338,0.9999904741475811,0.9996067259748134,0.9999903909902097,0.9998867427393345
bbj,0.9998456926431833,0.9998728850628584,0.999745879651612,0.9999939758962206,0.9998646083134686
