,DATE,LOC,ORG,PER
bam,0.9996073842048645,0.9997060298919678,0.9998620748519897,0.999912440776825
bbj,0.9999375939369202,0.99985671043396,0.9999706745147705,0.9999751448631287
ewe,0.9998461008071899,0.9999344944953918,0.9999660849571228,0.9998990297317505
fon,0.9996225237846375,0.9996318817138672,0.9998713135719299,0.9998499751091003
hau,0.999690592288971,0.9998984336853027,0.9999114871025085,0.999903678894043
ibo,0.999849796295166,0.9997995495796204,0.9998583793640137,0.9999520778656006
kin,0.9999560713768005,0.9999822378158569,0.9999617338180542,0.9999744296073914
lug,0.9999606609344482,0.9999801516532898,0.999937891960144,0.9999951124191284
luo,0.9999238848686218,0.9999240636825562,0.9999409317970276,0.9999330639839172
mos,0.9997484683990479,0.9999167323112488,0.9999316334724426,0.9999387860298157
nya,0.9999610781669617,0.99990314245224,0.9999881982803345,0.9999886751174927
pcm,0.9999049305915833,0.9999369978904724,0.9999308586120605,0.9999805688858032
sna,0.9999465346336365,0.9999701380729675,0.9999600648880005,0.9999505281448364
swa,0.9997771978378296,0.9999427199363708,0.999921441078186,0.9999507665634155
tsn,0.9999569058418274,0.9999452233314514,0.9999548196792603,0.9999456405639648
twi,0.9998781085014343,0.9999135732650757,0.9999145269393921,0.9999883770942688
wol,0.9998630881309509,0.9997754096984863,0.9998981356620789,0.9999170303344727
xho,0.9999727010726929,0.9998995661735535,0.9999515414237976,0.9998592734336853
yor,0.9998058080673218,0.9998257160186768,0.9999179840087891,0.9999540448188782
zul,0.9998743534088135,0.999869167804718,0.999977707862854,0.9999484419822693
