,PER,ORG,DATE,LOC
bam,0.9820380806922913,0.9358718991279602,,0.9800899028778076
bbj,0.9889081716537476,0.9690937995910645,,0.9511030316352844
ewe,0.9873822331428528,0.9786986112594604,,0.9803938269615173
fon,0.9846574664115906,0.977959156036377,,0.9728474020957947
hau,0.9828528165817261,0.9679457545280457,,0.9693302512168884
ibo,0.984839141368866,0.9764627814292908,,0.9617847800254822
kin,0.9822441339492798,0.9801817536354065,,0.9821634292602539
lug,0.97295081615448,0.9608476758003235,,0.9717766046524048
luo,0.9816364645957947,0.960406482219696,,0.9810845255851746
mos,0.9858950972557068,0.9707226157188416,,0.9701027274131775
nya,0.9897977709770203,0.9739445447921753,,0.9685772657394409
pcm,0.9889832139015198,0.9644286632537842,,0.9807825088500977
sna,0.9836090207099915,0.9656038284301758,,0.9682005643844604
swa,0.986091673374176,0.9437499642372131,,0.9808143973350525
tsn,0.9824908375740051,0.977001428604126,,0.9825576543807983
twi,0.9889660477638245,0.9831304550170898,,0.9830710291862488
wol,0.9865202903747559,0.9747788310050964,,0.9650354385375977
xho,0.9700129628181458,0.9698653817176819,,0.9648155570030212
yor,,0.9668739438056946,,0.9379304051399231
zul,0.9816462993621826,0.9760859608650208,,0.9787570834159851
