,ORG,DATE,PER,LOC
bam,0.999990701675415,,0.9999560713768005,0.9999961853027344
bbj,0.9999940395355225,,0.9999880790710449,0.9999819993972778
ewe,0.9999960660934448,,0.9999863505363464,0.9999956488609314
fon,0.9999975562095642,,0.999993622303009,0.9999947547912598
hau,0.9999977946281433,,0.9999891519546509,0.999985933303833
ibo,0.9999973773956299,,,0.999994695186615
kin,0.9999976754188538,,0.9999892711639404,0.9999947547912598
lug,0.9999872446060181,,0.9999899864196777,
luo,0.9999940395355225,,0.9999908208847046,
mos,0.9999971389770508,,0.9999895095825195,0.9999813437461853
nya,0.9999914169311523,,0.9999953508377075,0.9999939203262329
pcm,0.9999677538871765,,0.9999736547470093,0.9999606609344482
sna,0.9999916553497314,,0.9999914169311523,0.9999971389770508
swa,0.9999820590019226,,0.9999893307685852,0.9999911189079285
tsn,0.999983012676239,,,0.9999850988388062
twi,0.9999985098838806,,0.9999872446060181,0.9999846816062927
wol,0.9999919533729553,,0.9999923706054688,0.9999954700469971
xho,0.9999956488609314,,0.999994158744812,0.9999970197677612
yor,0.9999955892562866,,,0.9999966621398926
zul,0.9999964833259583,,0.9999970197677612,0.9999936819076538
