,ORG,DATE,PER,LOC
bam,0.9999977350234985,0.9999985098838806,0.9999969601631165,0.9999988079071045
bbj,0.9999991059303284,0.9999987483024597,0.9999982714653015,0.999998927116394
ewe,0.9999988079071045,0.9999992847442627,0.9999975562095642,0.999999463558197
fon,0.9999986290931702,0.9999982118606567,0.9999963641166687,0.9999990463256836
hau,0.9999992251396179,0.9999980926513672,0.9999977946281433,0.999999463558197
ibo,0.9999985098838806,0.9999996423721313,0.999998152256012,0.9999993443489075
kin,0.9999992847442627,0.9999992251396179,0.9999978542327881,0.9999992847442627
lug,0.999999463558197,0.999999463558197,0.999998152256012,0.9999993443489075
luo,0.9999988079071045,0.999998927116394,0.9999980926513672,0.999999463558197
mos,0.9999991059303284,0.9999988079071045,0.9999972581863403,0.9999994039535522
nya,0.9999992251396179,0.9999991655349731,0.9999985098838806,0.9999996423721313
pcm,0.9999983310699463,0.999998927116394,0.9999974966049194,0.9999989867210388
sna,0.9999997615814209,0.9999992251396179,0.9999978542327881,0.9999997019767761
swa,0.9999984502792358,0.9999991059303284,0.9999979734420776,0.9999991059303284
tsn,0.9999989867210388,0.9999989867210388,0.9999982118606567,0.9999993443489075
twi,0.9999991059303284,0.9999977350234985,0.9999966025352478,0.9999991059303284
wol,0.9999989867210388,0.9999992251396179,0.9999979734420776,0.9999994039535522
xho,0.9999992847442627,0.9999995231628418,0.9999983906745911,0.9999995827674866
yor,0.9999991059303284,0.9999991655349731,0.9999985694885254,0.9999990463256836
zul,0.9999992251396179,0.9999993443489075,0.9999980926513672,0.9999992847442627
