,ORG,PER,LOC,DATE,Mean
kin,0.9845421314239502,0.9716894030570984,0.9582177996635437,0.9682753682136536,0.9706811755895615
twi,0.9824632406234741,0.976486086845398,0.9592620730400085,0.9560445547103882,0.9685639888048172
nya,0.9841920137405396,0.9784136414527893,0.9411476850509644,0.9577162265777588,0.965367391705513
tsn,0.9723448157310486,0.9773019552230835,0.9374488592147827,0.9730740189552307,0.9650424122810364
luo,0.9725847840309143,0.9645923376083374,0.9522953629493713,0.9626595973968506,0.9630330204963684
ibo,0.9715734124183655,0.975768506526947,0.9207597374916077,0.9777653217315674,0.9614667445421219
zul,0.9775480031967163,0.9656314849853516,0.9318355321884155,0.9651095867156982,0.9600311517715454
sna,0.9641875624656677,0.9764493703842163,0.9201571345329285,0.9776575565338135,0.9596129059791565
lug,0.9381213188171387,0.9932200312614441,0.9589842557907104,0.9456989169120789,0.959006130695343
wol,0.9732733964920044,0.9756886959075928,0.9146448373794556,0.9689939618110657,0.9581502228975296
ewe,0.9792391657829285,0.9689773321151733,0.9390972852706909,0.9431707262992859,0.9576211273670197
xho,0.9667955636978149,0.9722527861595154,0.9103894829750061,0.9657506942749023,0.9537971317768097
mos,0.9712120294570923,0.9761306047439575,0.9203929305076599,0.9288263916969299,0.9491404891014099
bam,0.9449298977851868,0.9592143297195435,0.9251396059989929,0.9527910947799683,0.9455187320709229
fon,0.9699239134788513,0.973055362701416,0.9002950191497803,0.9366190433502197,0.9449733346700668
bbj,0.9710505604743958,0.9693254232406616,0.8983751535415649,0.9386494755744934,0.9443501532077789
yor,0.9706260561943054,0.9532372951507568,0.8953284621238708,0.9485035538673401,0.9419238418340683
hau,0.959071934223175,0.9690751433372498,0.8801888823509216,0.9345667958259583,0.9357256889343262
swa,0.9198376536369324,0.9638187885284424,0.9560210108757019,0.9020543098449707,0.9354329407215118
pcm,0.9250189065933228,0.9696986675262451,0.942660927772522,0.8661911487579346,0.9258924126625061
