,ORG,DATE,PER,LOC,Mean
zul,0.9996091,0.99832106,0.9796802,0.9996089,0.9943048
xho,0.9987439,0.99877936,0.9787049,0.9990792,0.99382687
tsn,0.9997113,0.9950359,0.974345,0.99965817,0.99218756
yor,0.9996143,0.99494094,0.9754717,0.9981505,0.9920444
nya,0.99992305,0.993223,0.97737503,0.99714005,0.9919152
swa,0.99987805,0.9964672,0.9723226,0.9983118,0.99174494
pcm,0.99987394,0.99443555,0.9731995,0.99796337,0.99136806
sna,0.9999348,0.99529636,0.9726544,0.9973044,0.9912975
twi,0.99981797,0.9930821,0.97258157,0.9972468,0.9906821
wol,0.9997839,0.99234533,0.9713165,0.99859506,0.99051017
lug,0.9999178,0.9952529,0.9693541,0.9972543,0.9904448
fon,0.9997789,0.99165386,0.97347784,0.9967468,0.9904143
bam,0.99932843,0.9941421,0.97153366,0.9963801,0.9903461
kin,0.9999363,0.9930871,0.9702784,0.9972472,0.9901372
hau,0.99990207,0.99520206,0.96772134,0.997515,0.99008507
luo,0.99989843,0.99247724,0.97041684,0.9973176,0.9900275
ewe,0.99986726,0.99406534,0.96863115,0.99728864,0.9899631
mos,0.9998163,0.9929079,0.96945095,0.99736774,0.9898857
ibo,0.9998753,0.99123025,0.9692106,0.99694633,0.9893156
bbj,0.9997113,0.9925913,0.96841943,0.99610895,0.98920774
