,ORG,PER,DATE,LOC,Mean
twi,0.9988685250282288,0.9933394193649292,,0.9984152913093567,0.9984379662917211
sna,0.9986089468002319,0.9928520917892456,,0.9984351396560669,0.998303968172807
ibo,0.9986487030982971,,,0.9976410269737244,0.9981448650360107
kin,0.9987154006958008,0.9908297061920166,,0.9981138706207275,0.9981229076018701
nya,0.9985846877098083,0.9919611811637878,,0.9980694651603699,0.9980822343092698
ewe,0.9985031485557556,0.9921234846115112,,,0.9980305808561819
tsn,0.9982429146766663,,,0.9977409839630127,0.9979919493198395
mos,0.9984360337257385,0.9923591017723083,,,0.9979858906180771
fon,0.9983497858047485,0.9927140474319458,,0.9976285696029663,0.9977862880780146
pcm,,0.9927694797515869,,0.9980920553207397,0.9976977904637655
bam,0.997305691242218,,,0.9979894757270813,0.9976475834846497
wol,0.998099684715271,0.9918800592422485,,0.9974686503410339,0.9975570864402331
xho,,0.992820680141449,,0.9978364706039429,0.9974649305696841
swa,0.9975125193595886,0.9925957918167114,,0.9976564049720764,0.9973925902293279
hau,0.997933566570282,0.9924142956733704,,0.9971824288368225,0.9973601630100837
yor,0.998093843460083,,,0.9960653185844421,0.9970795810222626
zul,,0.9910942912101746,,0.9974355697631836,0.9969658454259237
bbj,0.9980108141899109,,,0.9959056377410889,0.9969582259654999
lug,0.9972315430641174,0.9911892414093018,,,0.9967839651637607
luo,0.9970863461494446,0.99254310131073,,,0.996749809494725
