,ORG,LOC,DATE,PER,Mean
lug,0.9999105930328369,0.9998676180839539,0.9998253583908081,0.9999739527702332,0.999894380569458
kin,0.9999711513519287,0.999711275100708,0.999851644039154,0.999915599822998,0.9998624175786972
tsn,0.9998077154159546,0.9998036623001099,0.999833881855011,0.9999274015426636,0.9998431652784348
nya,0.999944806098938,0.9996199607849121,0.9998238682746887,0.9999585151672363,0.9998367875814438
swa,0.9998647570610046,0.9999493360519409,0.9996668696403503,0.9998551607131958,0.9998340308666229
bam,0.9999266862869263,0.9996413588523865,0.9998250603675842,0.9999370574951172,0.9998325407505035
twi,0.9999431371688843,0.9998967051506042,0.9994831085205078,0.9999389052391052,0.9998154640197754
ibo,0.9999330639839172,0.9994609355926514,0.9999192953109741,0.999945878982544,0.9998147934675217
luo,0.9998691082000732,0.9996819496154785,0.999907910823822,0.9997163414955139,0.9997938275337219
fon,0.9999346733093262,0.9994350075721741,0.9998437762260437,0.9999141693115234,0.9997819066047668
wol,0.9998379945755005,0.9993972778320312,0.9999233484268188,0.9998997449874878,0.9997645914554596
zul,0.9999461770057678,0.9993200302124023,0.9998972415924072,0.999778151512146,0.9997354000806808
bbj,0.9998672604560852,0.999565064907074,0.999483048915863,0.9999552369117737,0.999717652797699
mos,0.999901294708252,0.9993962645530701,0.9995493292808533,0.9998676776885986,0.9996786415576935
hau,0.999903678894043,0.998936653137207,0.9999146461486816,0.9999528527259827,0.9996769577264786
pcm,0.9998452663421631,0.9999394416809082,0.998984158039093,0.9999158978462219,0.9996711909770966
yor,0.999903678894043,0.999038577079773,0.9997676014900208,0.9998893141746521,0.9996497929096222
sna,0.9998410940170288,0.9985601902008057,0.9998775124549866,0.9999473690986633,0.9995565414428711
xho,0.9998967051506042,0.9984413385391235,0.9998576641082764,0.999845027923584,0.999510183930397
ewe,0.9999178051948547,0.9998457431793213,0.9956952333450317,0.999927818775177,0.9988466501235962
