,PER,DATE,LOC,ORG
bam,0.9999579191207886,0.999981701374054,0.9999697804450989,0.9999760389328003
bbj,0.9999755024909973,0.9999867081642151,0.999984085559845,0.9999907612800598
ewe,0.999958336353302,0.9999873638153076,0.9999879002571106,0.9999929666519165
fon,0.9999645948410034,0.9999681711196899,0.9999774694442749,0.999984860420227
hau,0.9999830722808838,0.9999770522117615,0.9999889135360718,0.999988317489624
ibo,0.9999663233757019,0.999980628490448,0.9999830722808838,0.9999886751174927
kin,0.999977707862854,0.9999963641166687,0.9999971389770508,0.9999972581863403
lug,0.9999823570251465,0.999997079372406,0.9999979734420776,0.9999968409538269
luo,0.999978244304657,0.9999959468841553,0.999993622303009,0.9999938607215881
mos,0.9999670386314392,0.9999761581420898,0.9999843835830688,0.9999910593032837
nya,0.999983549118042,0.9999964833259583,0.9999940991401672,0.9999975562095642
pcm,0.999982476234436,0.9999875426292419,0.9999906420707703,0.9999881982803345
sna,0.999973714351654,0.9999943971633911,0.999992847442627,0.9999974370002747
swa,0.9999867677688599,0.9999848008155823,0.9999917149543762,0.9999898076057434
tsn,0.999979555606842,0.9999969601631165,0.9999958872795105,0.9999948740005493
twi,0.9999679327011108,0.999983012676239,0.9999867081642151,0.9999904036521912
wol,0.999972403049469,0.9999924302101135,0.999983549118042,0.9999936819076538
xho,0.999973714351654,0.9999951720237732,0.9999912977218628,0.9999958872795105
yor,0.9999721646308899,0.9999808669090271,0.9999824166297913,0.9999904036521912
zul,0.9999826550483704,0.9999879598617554,0.9999913573265076,0.9999966025352478
