,PER,LOC,ORG,DATE,Mean
kin,0.9820980429649353,0.9693114757537842,0.9887020587921143,0.9802126288414001,0.9800810515880585
twi,0.9842350482940674,0.9704270362854004,0.987312376499176,0.9691961407661438,0.9777926504611969
luo,0.9835490584373474,0.9664629697799683,0.981035053730011,0.9730391502380371,0.9760215580463409
nya,0.9850834608078003,0.9570945501327515,0.9865623116493225,0.9712201356887817,0.974990114569664
sna,0.9825657606124878,0.9482466578483582,0.9807167649269104,0.9813987016677856,0.9732319712638855
tsn,0.9821356534957886,0.9542307257652283,0.9753690361976624,0.9796947240829468,0.9728575348854065
zul,0.9783238768577576,0.9483351707458496,0.983511209487915,0.9784268140792847,0.9721492677927017
ibo,0.9823689460754395,0.9390032887458801,0.9815402030944824,0.9825839996337891,0.9713741093873978
wol,0.9827220439910889,0.9369306564331055,0.9833833575248718,0.9768418669700623,0.9699694812297821
lug,0.9944850206375122,0.9705085754394531,0.9519570469856262,0.9605178833007812,0.9693671315908432
ewe,0.9824057221412659,0.9570837020874023,0.9829443097114563,0.9541668891906738,0.9691501557826996
xho,0.9770203232765198,0.9298722147941589,0.974138081073761,0.9797003269195557,0.9651827365159988
bam,0.975013792514801,0.9447979927062988,0.959583580493927,0.9664841294288635,0.9614698737859726
mos,0.983516275882721,0.9396152496337891,0.9815163612365723,0.9407884478569031,0.9613590836524963
swa,0.977846622467041,0.9785758256912231,0.9664101600646973,0.9190852642059326,0.9604794681072235
bbj,0.9834975004196167,0.9241927862167358,0.9794859290122986,0.9546869993209839,0.9604658037424088
pcm,0.9869059920310974,0.9632251858711243,0.9665682315826416,0.9175683856010437,0.9585669487714767
fon,0.9802772998809814,0.918992280960083,0.982538104057312,0.9432410001754761,0.9562621712684631
yor,0.9684691429138184,0.9181479811668396,0.9770510196685791,0.9607935547828674,0.9561154246330261
hau,0.9805624485015869,0.9082489013671875,0.9684998989105225,0.9496263265609741,0.9517343938350677
