layer,model,rank_type,language,pearson
2,xlmr,top5,kin,0.9841207987694509
2,xlmr,top5,twi,0.9833411187696939
2,xlmr,top5,luo,0.9811586389448623
2,xlmr,top5,ibo,0.9806846861967791
2,xlmr,top5,sna,0.9799420617550954
2,xlmr,worst5,fon,0.9616458481608712
2,xlmr,worst5,bbj,0.964384200741947
2,xlmr,worst5,hau,0.964508259403381
2,xlmr,worst5,yor,0.9649930417046244
2,xlmr,worst5,pcm,0.9677576957005066
3,xlmr,top5,kin,0.9886341772519306
3,xlmr,top5,twi,0.9881130643565278
3,xlmr,top5,luo,0.9861860632223337
3,xlmr,top5,ibo,0.9856841277599577
3,xlmr,top5,sna,0.9855819989998047
3,xlmr,worst5,fon,0.9721810541090592
3,xlmr,worst5,bbj,0.9735203840256468
3,xlmr,worst5,hau,0.9739599186906647
3,xlmr,worst5,pcm,0.9752406675176852
3,xlmr,worst5,yor,0.9759843215053455
10,xlmr,top5,kin,0.9898638496773486
10,xlmr,top5,twi,0.9887447845938966
10,xlmr,top5,nya,0.9871610518105448
10,xlmr,top5,sna,0.987092387843094
10,xlmr,top5,luo,0.9869176283656712
10,xlmr,worst5,bbj,0.969436346339665
10,xlmr,worst5,fon,0.9716621939938093
10,xlmr,worst5,yor,0.9747744231896048
10,xlmr,worst5,pcm,0.9752196449149096
10,xlmr,worst5,hau,0.9762750756759646
12,xlmr,top5,kin,0.9992488218912488
12,xlmr,top5,nya,0.9991476275692169
12,xlmr,top5,sna,0.9991468865490784
12,xlmr,top5,luo,0.9991038141250708
12,xlmr,top5,twi,0.999001059148769
12,xlmr,worst5,bbj,0.9973597756527897
12,xlmr,worst5,fon,0.9973613476124324
12,xlmr,worst5,yor,0.9980162081533179
12,xlmr,worst5,hau,0.9980923460091606
12,xlmr,worst5,pcm,0.9982380593634405
