,PER,ORG,DATE,LOC,Mean
lug,0.9999997615814209,0.9999997019767761,0.9999997019767761,0.9999996423721313,0.9999997019767761
sna,0.9999997615814209,0.9999998211860657,0.9999992251396179,0.9999997615814209,0.9999996423721313
nya,0.9999995827674866,0.9999997019767761,0.9999992251396179,0.9999996423721313,0.999999538064003
tsn,0.9999996423721313,0.9999995231628418,0.999999463558197,0.9999993443489075,0.9999994933605194
kin,0.9999989867210388,0.9999997615814209,0.9999994039535522,0.9999997019767761,0.999999463558197
zul,0.9999993443489075,0.9999996423721313,0.9999995231628418,0.9999993443489075,0.999999463558197
ibo,0.9999997019767761,0.9999988675117493,0.9999997019767761,0.9999995231628418,0.9999994486570358
luo,0.9999994039535522,0.9999992847442627,0.9999994039535522,0.9999996423721313,0.9999994337558746
xho,0.9999992847442627,0.9999995827674866,0.999999463558197,0.9999994039535522,0.9999994337558746
wol,0.9999995231628418,0.9999990463256836,0.9999995231628418,0.9999995827674866,0.9999994188547134
mos,0.9999996423721313,0.9999992847442627,0.9999990463256836,0.9999995827674866,0.999999389052391
ewe,0.9999991059303284,0.9999991655349731,0.9999992847442627,0.9999995827674866,0.9999992847442627
pcm,0.9999991655349731,0.9999991655349731,0.9999991059303284,0.9999992251396179,0.9999991655349731
hau,0.9999993443489075,0.9999995231628418,0.9999986290931702,0.9999991655349731,0.9999991655349731
yor,0.999998927116394,0.9999993443489075,0.9999990463256836,0.9999992847442627,0.999999150633812
swa,0.9999989867210388,0.9999992251396179,0.9999991059303284,0.9999988675117493,0.9999990463256836
bbj,0.9999991655349731,0.9999989867210388,0.9999986290931702,0.9999990463256836,0.9999989569187164
twi,0.9999991059303284,0.9999991059303284,0.9999978542327881,0.9999993443489075,0.9999988526105881
fon,0.999998152256012,0.999998927116394,0.9999985694885254,0.9999986886978149,0.9999985843896866
bam,0.9999987483024597,0.999998152256012,0.9999985694885254,0.9999982714653015,0.9999984353780746
