,DATE,LOC,ORG,PER,Mean
lug,0.9998563840697169,0.9999695188876722,0.9999341513151981,0.9999840526638606,0.999936026734112
twi,0.9998125010581412,0.9999591289563088,0.9999795847082452,0.9999377915966882,0.9999222515798458
nya,0.9996079115650577,0.9999134036512598,0.9999899905249214,0.9999756822677284,0.9998717470022418
mos,0.9996650347480267,0.9998287117622944,0.9999759396674087,0.9999869673107075,0.9998641633721093
kin,0.9995874899990036,0.9998787444458479,0.9999728387029129,0.9999656044327383,0.9998511693951257
tsn,0.9995286622777722,0.9999187477219068,0.9999662491726302,0.99998646212458,0.9998500303242224
zul,0.9996714403523538,0.9997654690298593,0.9999762833161318,0.999946948139893,0.9998400352095596
luo,0.9995523333699898,0.9998830945074129,0.9999410700800717,0.9999626493253321,0.9998347868207016
bam,0.9997250720259687,0.9997208508088837,0.9999036173071477,0.9999401350710605,0.9998224188032652
bbj,0.9996698860723148,0.999673562626743,0.999892902051075,0.9999857403644591,0.999805522778648
wol,0.9993660508940211,0.9998879855288872,0.9999827185022516,0.9999737725591448,0.9998026318710762
sna,0.9993436814266221,0.9999316084016711,0.9999666642064882,0.9999626524845099,0.9998011516298229
xho,0.999532708123505,0.9997384447466183,0.9999165375484591,0.9999496384077852,0.999784332206592
swa,0.9996270687405756,0.9999309625697302,0.9996605245218211,0.9998614313369895,0.9997699967922791
ewe,0.9993819443634883,0.9998936888767979,0.9999461446538734,0.9997820290066857,0.9997509517252113
yor,0.9992654562781577,0.999697654447979,0.9999716304822711,0.9999591267637936,0.9997234669930504
ibo,0.9991525128364855,0.9997870454955988,0.9993951742883401,0.9999819032285854,0.9995791589622525
pcm,0.9996450497844465,0.9987221174572715,0.9998593295336287,0.9997005233568974,0.999481755033061
fon,0.9996909534224755,0.9981830133351188,0.9997614321944116,0.9999667008535236,0.9994005249513824
hau,0.9902946978623812,0.9980908303404303,0.999599186385577,0.999727211453985,0.9969279815105934
