,ORG,PER,LOC,DATE,Mean
kin,0.9800682663917542,,,,0.9800682663917542
wol,0.9676211476325989,,,,0.9676211476325989
nya,0.9664077758789062,,,,0.9664077758789062
ibo,0.9517747759819031,,0.9645010232925415,,0.9581378996372223
tsn,0.9541205167770386,,0.9574159979820251,,0.9557682573795319
zul,,,0.9512482285499573,,0.9512482285499573
yor,0.9502838850021362,,0.9325157403945923,,0.9413998126983643
bam,0.9330421090126038,,,,0.9330421090126038
lug,0.9846269488334656,0.8602383136749268,,,0.9224326312541962
mos,0.9662632942199707,0.8551868796348572,,,0.9107250869274139
bbj,0.9078143835067749,,,,0.9078143835067749
hau,0.9476333260536194,0.8672873973846436,,,0.9074603617191315
ewe,0.9393888711929321,0.8536996245384216,,,0.8965442478656769
xho,,0.828189492225647,0.9622036814689636,,0.8951965868473053
luo,0.9626030921936035,0.821393609046936,,,0.8919983506202698
sna,,0.8140549659729004,0.9665924310684204,,0.8903236985206604
twi,,0.8830972909927368,,,0.8830972909927368
pcm,,0.8334574103355408,0.9006227850914001,,0.8670400977134705
fon,,0.8316164612770081,,,0.8316164612770081
swa,,0.8196802139282227,,,0.8196802139282227
