,ORG,PER,DATE,LOC,Mean
lug,0.9873019456863403,0.988860547542572,,,0.9880812466144562
hau,0.9820616245269775,0.9905391931533813,,,0.9863004088401794
sna,,0.9855602979660034,,0.9789912700653076,0.9822757840156555
mos,0.9759493470191956,0.982107400894165,,,0.9790283739566803
twi,0.9819098711013794,0.985583484172821,,0.9687318205833435,0.978741725285848
nya,0.9758445024490356,,,0.9765799641609192,0.9762122333049774
ibo,0.9749717712402344,,,0.9733800292015076,0.974175900220871
zul,,,,0.9737927913665771,0.9737927913665771
tsn,0.9743891358375549,,,0.9712486267089844,0.9728188812732697
xho,,0.9723711609840393,,0.9730518460273743,0.9727115035057068
luo,0.968593955039978,0.9755759835243225,,,0.9720849692821503
ewe,0.9569786787033081,0.9783827662467957,,,0.9676807224750519
wol,0.9678105115890503,,,0.9675077795982361,0.9676591455936432
swa,,0.9692779183387756,,0.9596458077430725,0.9644618630409241
fon,0.961345911026001,0.962274968624115,,0.9648652076721191,0.9628286957740784
pcm,,0.9741079807281494,,0.9380289316177368,0.9560684561729431
yor,0.9596842527389526,,,0.9403411149978638,0.9500126838684082
kin,0.9762983322143555,,,0.9180302619934082,0.9471642971038818
bbj,0.9551374912261963,,,0.9345842003822327,0.9448608458042145
bam,0.90291428565979,,,0.9657993316650391,0.9343568086624146
