,ORG,DATE,LOC,PER
bam,0.9580886363983154,0.9693174362182617,0.9503253698348999,0.9769958853721619
bbj,0.9775097966194153,0.9659907221794128,0.9325675368309021,0.9790540337562561
ewe,0.9776562452316284,0.9579854011535645,0.9597097039222717,0.9748861193656921
fon,0.9755260944366455,0.9635688066482544,0.9417654275894165,0.9818655848503113
hau,0.9697926640510559,0.9373115301132202,0.927780270576477,0.969078779220581
ibo,0.9738835692405701,0.9891190528869629,0.937933623790741,0.9822544455528259
kin,0.9838331341743469,0.9846279621124268,0.964250922203064,0.976760983467102
lug,0.9601579308509827,0.9847133755683899,0.9712573289871216,0.978560745716095
luo,0.9713817238807678,0.9774588346481323,0.9681057333946228,0.9734174609184265
mos,0.975388765335083,0.9532283544540405,0.9472631216049194,0.9820675849914551
nya,0.9794775247573853,0.9635458588600159,0.9424774646759033,0.9827784299850464
pcm,0.9388847947120667,0.9129566550254822,0.9584617018699646,0.9782787561416626
sna,0.9702067375183105,0.9853892922401428,0.9540360569953918,0.9716790318489075
swa,0.9372044801712036,0.9261641502380371,0.9597977995872498,0.9792335033416748
tsn,0.9750180840492249,0.983224630355835,0.9575192928314209,0.9814353585243225
twi,0.9819788932800293,0.9751258492469788,0.9713188409805298,0.9826663136482239
wol,0.9691088199615479,0.9818243384361267,0.9319798350334167,0.9831265211105347
xho,0.975978434085846,0.973777174949646,0.9429869055747986,0.9727289080619812
yor,0.9687929749488831,0.9717963337898254,0.9182907938957214,0.9727582931518555
zul,0.9794433116912842,0.9789266586303711,0.9571003913879395,0.9770939946174622
