,PER,DATE,ORG,LOC
bam,,,0.9674402475357056,0.974646806716919
bbj,,,0.9704790711402893,0.9498857855796814
ewe,0.9780154228210449,,0.9717717170715332,
fon,0.9788588285446167,,0.9719116687774658,0.9637735486030579
hau,0.9795258045196533,,0.9712707996368408,
ibo,,,0.9697356224060059,0.960292637348175
kin,,,0.9627394676208496,0.8800564408302307
lug,0.9820358753204346,,0.9681124091148376,
luo,0.966284453868866,,0.9569733738899231,
mos,0.9777841567993164,,0.9763625264167786,
nya,,,0.9704239964485168,0.9699641466140747
pcm,0.974765419960022,,,0.9557569622993469
sna,0.9775769114494324,,,0.9671538472175598
swa,0.9788005948066711,,,0.9389567971229553
tsn,,,0.9753351211547852,0.9632991552352905
twi,0.9874488711357117,,0.9831944108009338,0.9613982439041138
wol,,,0.9641737937927246,0.9621914029121399
xho,0.9661042094230652,,,0.9590741395950317
yor,,,0.9717573523521423,0.9367411136627197
zul,,,,0.955295205116272
