,LOC,PER,DATE,ORG
bam,,,,0.9704195857048035
bbj,0.9441595673561096,,,0.9640948176383972
ewe,,0.9522821307182312,,0.9673143625259399
fon,,0.944150984287262,,
hau,,0.953891932964325,,0.9861528873443604
ibo,0.9867034554481506,,,0.974873960018158
kin,,,,0.9835875034332275
lug,,0.9566025137901306,,0.9925663471221924
luo,,0.9612237811088562,,0.9776092171669006
mos,,0.9464654922485352,,0.9792718291282654
nya,,,,0.9818545579910278
pcm,0.9480125308036804,0.943034291267395,,
sna,0.9794148802757263,0.9547995328903198,,
swa,,0.9587910175323486,,
tsn,0.9810402989387512,,,0.9738261699676514
twi,,0.9528476595878601,,
wol,,,,0.9829419255256653
xho,0.9842848777770996,0.9545760750770569,,
yor,0.9594239592552185,,,0.957707941532135
zul,0.9788868427276611,,,
