,LOC,PER,DATE,ORG
bam,0.9745174050331116,,,0.9585412740707397
bbj,0.9526809453964233,,,0.9594210982322693
ewe,,0.9426593780517578,,0.9600383639335632
fon,0.9718040227890015,0.932266116142273,,0.9683875441551208
hau,,0.9348868727684021,,0.983189046382904
ibo,0.9845315217971802,,,0.9740462303161621
kin,0.9188303351402283,,,0.9757900834083557
lug,,0.9444338083267212,,0.9892578721046448
luo,,0.9501932263374329,,0.9691352248191833
mos,,0.9307856559753418,,0.9773914217948914
nya,0.9846836924552917,,,0.9741803407669067
pcm,0.9368521571159363,0.9306628108024597,,
sna,0.9689001441001892,0.9341449737548828,,
swa,0.9447555541992188,0.9454702138900757,,
tsn,0.978485107421875,,,0.974663496017456
twi,0.9694206118583679,0.9357343316078186,,0.9856324195861816
wol,0.9791664481163025,,,0.9807150959968567
xho,0.9777026176452637,0.9401281476020813,,
yor,0.9612686634063721,,,0.9607360363006592
zul,0.9708515405654907,,,
