,LOC,PER,DATE,ORG
bam,0.9739116430282593,0.9293466806411743,,0.9648476243019104
bbj,0.9486207962036133,0.9241751432418823,,0.9604335427284241
ewe,0.9746766686439514,0.936524510383606,,0.9613515138626099
fon,0.9756900072097778,0.9219872951507568,,0.9701281785964966
hau,0.9895552396774292,0.9068068265914917,,0.9876328110694885
ibo,0.9900690317153931,0.9403008222579956,,0.9764902591705322
kin,0.9883854389190674,0.9144760370254517,,0.9824322462081909
lug,0.9824802875518799,0.9270812273025513,,0.989893913269043
luo,0.9878054261207581,0.9451237320899963,,0.9718707203865051
mos,0.9796674251556396,0.9161826372146606,,0.9803193807601929
nya,0.98772132396698,0.949040412902832,,0.9763035774230957
pcm,0.9523072242736816,0.9396024942398071,,0.9627742767333984
sna,0.9754836559295654,0.9155132174491882,,0.98529052734375
swa,0.9679272174835205,0.9571883082389832,,0.9502663612365723
tsn,0.9856292009353638,0.946374237537384,,0.9789124131202698
twi,0.9805874824523926,0.9134984612464905,,0.9849770665168762
wol,0.9879276156425476,0.9546806216239929,,0.9800409078598022
xho,0.9857804179191589,0.9388762712478638,,0.9864354133605957
yor,0.9679136276245117,0.9523901343345642,,0.9664219617843628
zul,0.981856107711792,0.9509788751602173,,0.9857269525527954
