,LOC,PER,DATE,ORG
bam,0.97287917137146,,,0.9557831287384033
bbj,0.9466809630393982,,,0.9583061337471008
ewe,,0.9335428476333618,,0.9538660049438477
fon,0.9689661264419556,0.9211945533752441,,0.9674156904220581
hau,0.9753742218017578,0.920516312122345,,0.9842235445976257
ibo,0.9826931953430176,,,0.9692879319190979
kin,0.9792808294296265,0.9228656888008118,,0.974154531955719
lug,,0.9391818046569824,,0.9876816272735596
luo,,0.9449069499969482,,0.9637914896011353
mos,,0.9186989665031433,,0.9767739176750183
nya,0.9833555221557617,,,0.9698215126991272
pcm,0.923442542552948,0.9205576181411743,,
sna,0.9644473195075989,0.9206177592277527,,
swa,0.9387786984443665,0.9397047162055969,,0.9181972146034241
tsn,0.9784654974937439,,,0.9719123840332031
twi,0.9711989760398865,0.9239903092384338,,0.984392523765564
wol,0.980590283870697,0.9501271843910217,,0.9818976521492004
xho,0.9754781126976013,0.9325450658798218,,
yor,0.9667795300483704,,,0.9593610167503357
zul,0.9698805809020996,,,
