,LOC,PER,DATE,ORG
bam,0.9997500777244568,0.9997029900550842,0.9997692108154297,0.9997485280036926
bbj,0.9996068477630615,0.9996787905693054,0.999722957611084,0.9995030164718628
ewe,0.9997258186340332,0.9996943473815918,0.9996844530105591,0.9996288418769836
fon,0.9997100234031677,0.9996656775474548,0.9995917677879333,0.9996537566184998
hau,0.9998666048049927,0.999731719493866,0.9998716711997986,0.9998299479484558
ibo,0.9998708963394165,0.9997442364692688,0.9998757839202881,0.9997811317443848
kin,0.9998972415924072,0.9997749924659729,0.9998881220817566,0.9998340010643005
lug,0.99981290102005,0.9998003244400024,0.9998669028282166,0.9999090433120728
luo,0.9998043775558472,0.9997830986976624,0.9998391270637512,0.9996406435966492
mos,0.9997891783714294,0.9997575283050537,0.9997277855873108,0.9997568130493164
nya,0.9998440742492676,0.9998329281806946,0.9998220205307007,0.9998380541801453
pcm,0.9995143413543701,0.9996578693389893,0.999441921710968,0.9993617534637451
sna,0.9998511672019958,0.9997175931930542,0.9998104572296143,0.9998761415481567
swa,0.9997478723526001,0.9997976422309875,0.9997950792312622,0.9995402693748474
tsn,0.9997800588607788,0.9998086094856262,0.9998688101768494,0.9996573328971863
twi,0.9997286796569824,0.9997101426124573,0.9997511506080627,0.9997621178627014
wol,0.9998453855514526,0.9997670650482178,0.9998508095741272,0.9996025562286377
xho,0.999822199344635,0.9996978640556335,0.9998494386672974,0.9998785853385925
yor,0.9995919466018677,0.999639630317688,0.9994634985923767,0.9996848702430725
zul,0.9998372197151184,0.9997550249099731,0.9998430013656616,0.9999029040336609
