,PER,ORG,DATE,LOC,Mean
twi,0.9999986960548456,0.999999189195794,0.9999924924259332,0.9999989863307666,0.9999973410018348
ibo,0.9999980688521334,0.9999970054191728,0.9999950515274857,0.9999987153166652,0.9999972102788642
ewe,0.9999954617865541,0.9999992296643276,0.9999948704929726,0.9999988629155735,0.9999971062148569
sna,0.9999965963849611,0.9999983375153071,0.9999926172693432,0.9999992238461639,0.9999966937539437
yor,0.9999974998827147,0.9999985786570497,0.9999952203850447,0.9999953198732506,0.9999966546995149
xho,0.999997378097517,0.9999988948134532,0.9999975540146617,0.999990645399879,0.9999961180813777
lug,0.999999637750712,0.9999958303306042,0.9999913225976844,0.9999975286564067,0.9999960798338517
zul,0.9999983625753193,0.9999985413477643,0.9999883202782515,0.9999987408043544,0.9999959912514224
hau,0.9999968554661585,0.999998222884999,0.9999909401638162,0.9999977503473217,0.9999959422155738
nya,0.9999970898927487,0.9999973679120374,0.9999886035192223,0.9999993178699901,0.9999955947984996
kin,0.9999990454915784,0.9999991037129538,0.9999853541516023,0.9999978636824806,0.9999953417596538
fon,0.999997883196432,0.9999986999892432,0.9999858923714188,0.9999967991650824,0.9999948186805441
mos,0.9999994913789158,0.9999990911599842,0.999981570406989,0.999998542120124,0.9999946737665032
wol,0.9999990996944954,0.9999986861350864,0.9999768385780936,0.9999994693003256,0.9999935234270003
luo,0.9999983227262383,0.9999943587530085,0.9999846871726521,0.999995714743732,0.9999932708489077
bbj,0.9999968534193697,0.99999724642202,0.9999823438129806,0.9999954794300997,0.9999929807711175
swa,0.9999951563110466,0.9999972389237254,0.9999839721890328,0.999995520995898,0.9999929721049257
bam,0.9999920473590124,0.9999927250940209,0.9999898587149953,0.9999932236518512,0.99999196370497
tsn,0.9999984859977011,0.9999942443239735,0.9999808127595607,0.9999914472141511,0.9999912475738466
pcm,0.9999952406488727,0.9999864617981111,0.9999558967677256,0.9999887914528054,0.9999815976668787
