,ORG,DATE,PER,LOC,Mean
kin,0.942249059677124,0.9676283001899719,0.8212693929672241,0.9321889877319336,0.9440804867001323
twi,0.9656627178192139,0.93165123462677,0.8493692278862,0.9299936890602112,0.9400185648497049
luo,0.947242021560669,0.9424224495887756,0.8291171193122864,0.9352060556411743,0.9387012650440265
lug,0.9428209066390991,0.925668478012085,0.7903538942337036,0.9481970071792603,0.9350372413536171
tsn,0.9309763312339783,0.9552664756774902,0.8329408764839172,0.9018831849098206,0.9268705395909099
zul,0.9328743815422058,0.955456554889679,0.8360387682914734,0.8877595663070679,0.9230433779877502
ibo,0.9451460242271423,0.9604061245918274,0.8428565859794617,0.8523293137550354,0.9173084381338837
nya,0.9309598207473755,0.947876513004303,0.849250078201294,0.8693583011627197,0.9143294289514616
hau,0.9509653449058533,0.9423643350601196,0.8247644305229187,0.8494036197662354,0.9119202773292343
sna,0.9312487840652466,0.9676824808120728,0.8350586295127869,0.8416860103607178,0.9115006381815131
swa,0.8931257724761963,0.9016305804252625,0.8140489459037781,0.9304301738739014,0.9059449488466437
fon,0.9368913769721985,0.8877850770950317,0.8323785662651062,0.8683208227157593,0.8959699876896747
wol,0.9306837320327759,0.9295154213905334,0.8377655744552612,0.8287626504898071,0.8947996915160835
bam,0.8396162986755371,0.9265892505645752,0.8222905397415161,0.8960142135620117,0.8857152616822874
xho,0.9207317233085632,0.9233824014663696,0.8226837515830994,0.8106359243392944,0.8833002432600244
mos,0.9333799481391907,0.8336848616600037,0.821853518486023,0.8604294061660767,0.8744293822870626
ewe,0.940504252910614,0.7539559006690979,0.8312444090843201,0.9048539996147156,0.8655239304938873
pcm,0.9015139937400818,0.7619087100028992,0.8325104117393494,0.910309910774231,0.857251119304013
yor,0.9046791195869446,0.8758065104484558,0.7671098709106445,0.7609200477600098,0.8450566452819032
bbj,0.9073103666305542,0.8523317575454712,0.8397635221481323,0.7659128308296204,0.8417974145381482
