,PER,LOC,ORG,DATE,SWD_mean
bam,0.015443967297869676,0.009279550959035987,0.008167157657226198,0.008038250231493294,0.010232231536406289
bbj,0.01409751021219563,0.011505579155709711,0.006983510218560696,0.008939615555846103,0.010381553785578035
ewe,0.014527555090353417,0.008823272682093375,0.00686872824189777,0.008511452535913122,0.009682752137564421
fon,0.015468081130165956,0.009616332043151488,0.0073274329820378625,0.009083078046387527,0.010373731050435708
hau,0.01521856527597265,0.011666500109640765,0.0071988491699812585,0.00915112400889484,0.010808759641122379
ibo,0.015902926073067647,0.008733303501230694,0.0055199806688506214,0.005989158383272297,0.009036342156605315
kin,0.015685121295064164,0.006724953068442119,0.006205475812294026,0.00560592356714551,0.008555368435736455
lug,0.016413249175457167,0.006893632720675669,0.00876777495159331,0.008281225029804773,0.01008897046938273
luo,0.014169170506647788,0.0080026369623738,0.006780071065804805,0.006356229685934522,0.008827027055190229
mos,0.015363329629508371,0.009879117686978134,0.006692929785458546,0.008956546430454182,0.010222980883099808
nya,0.014707449698107666,0.008346090672603168,0.0063294493279499875,0.007535853373610735,0.00922971076806789
pcm,0.014972734715229308,0.007403611762129003,0.007076144800066686,0.011706389153914643,0.01028972010783491
sna,0.016456282509352604,0.009686174233138445,0.007435324404468702,0.007411265234168241,0.010247261595281998
swa,0.015339758130721748,0.006078149295717594,0.008625289565316052,0.010189987596277206,0.01005829614700815
tsn,0.015768621030474606,0.008401244306696753,0.008070720237810747,0.006128011341388628,0.009592149229092684
twi,0.015138896854296036,0.007936035442980938,0.005364187219583982,0.0075965500518577755,0.009008917392179683
wol,0.016356094522052445,0.010121394545421936,0.007268503752584365,0.006638142834617611,0.010096033913669089
xho,0.016203733198381087,0.009225738825989538,0.007535110597927996,0.005277318094158545,0.009560475179114292
yor,0.016409275530349987,0.012743501955810643,0.006862138826363662,0.007746350267552771,0.010940316645019266
zul,0.014721744878443133,0.009483051533607068,0.006700555070437986,0.005649074400025711,0.009138606470628474
