,PER,ORG,DATE,LOC,Mean
lug,0.9844102229797885,0.9295991329908228,0.9048125876354811,0.9321900170199061,0.9377529901564997
kin,0.9329781333916966,0.9453906032304236,0.91935467523254,0.9417209966391927,0.9348611021234632
sna,0.9488852786145229,0.9448553403788635,0.9384983552198024,0.8640596369978614,0.9240746528027626
twi,0.9467745755765574,0.9565621609900057,0.8843734271804409,0.9046695247381819,0.9230949221212965
nya,0.9409899849571358,0.9597484909822823,0.894620356747939,0.883543387066369,0.9197255549384316
luo,0.9391262713138248,0.9458435113377701,0.8857806486407951,0.9039518101827392,0.9186755603687823
ibo,0.9333202220159803,0.9104470583106784,0.9442282080329604,0.863712636092893,0.912927031113128
tsn,0.9299452138547283,0.9306401683007821,0.913038200220545,0.8220952828295981,0.8989297163014134
zul,0.908098685627575,0.9400732470764023,0.8956414078662222,0.8517802154740326,0.898898389011058
xho,0.9207002112602138,0.9273642098970972,0.936054283351338,0.8073477446401808,0.8978666122872074
swa,0.9409535740144843,0.8967613087943221,0.846629002562007,0.8992535565623726,0.8958993604832965
mos,0.9314649949587047,0.9289433217924294,0.8362868673525253,0.8267759066594075,0.8808677726907668
hau,0.9322655659367483,0.911548740031672,0.8924202456918179,0.7808799256054664,0.8792786193164261
wol,0.9283803492945396,0.9268361127338623,0.868316813662936,0.7905533096285051,0.8785216463299608
ewe,0.9249462217350229,0.9329750599003043,0.774924023213944,0.8644449426901368,0.874322561884852
bam,0.923266707882108,0.8608201819998982,0.8584152669782378,0.8359422851758416,0.8696111105090214
pcm,0.9343718059110122,0.8853440955084382,0.7034379060823819,0.8724393372790319,0.848898286195216
fon,0.9211196821281209,0.8940562409234288,0.7993971574173308,0.7567285443643076,0.842825406208297
yor,0.860170471186989,0.9119503832992886,0.8254492698597834,0.6867405519763334,0.8210776690805985
bbj,0.9333426235774197,0.8067279386625387,0.7768171723657135,0.6459707063004015,0.7907146102265183
