,ORG,PER,DATE,LOC
bam,0.9098653793334961,0.7941372990608215,,0.9279921650886536
bbj,0.9168677926063538,0.831355631351471,,0.8394264578819275
ewe,0.8933088779449463,0.8328068256378174,,0.8616265654563904
fon,0.9398515224456787,0.8138601779937744,,0.9163855910301208
hau,0.9506953954696655,0.834235429763794,,0.9084512591362
ibo,0.9367409348487854,,,0.9265773892402649
kin,0.8996750116348267,0.840512752532959,,0.9108608365058899
lug,0.9420150518417358,0.8162127733230591,,
luo,0.8689959049224854,0.8351408243179321,,
mos,0.9310859441757202,0.8242796659469604,,0.9233783483505249
nya,0.9139091372489929,0.8530274033546448,,0.9146189093589783
pcm,0.8823504447937012,0.8366076350212097,,0.9013787508010864
sna,0.9367371797561646,0.8348517417907715,,0.9228904247283936
swa,0.8810445070266724,0.8344635367393494,,0.8954630494117737
tsn,0.909188449382782,,,0.8971908688545227
twi,0.9513384103775024,0.8545377254486084,,0.9256855845451355
wol,0.9103724956512451,0.85065758228302,,0.9025790691375732
xho,0.9049199223518372,0.8194242119789124,,0.8884318470954895
yor,0.921786904335022,,,0.7904601693153381
zul,0.9353051781654358,0.830730140209198,,0.8975269794464111
