,ORG,PER,DATE,LOC
bam,0.9348772168159485,,,
bbj,0.9468603730201721,,,0.8769731521606445
ewe,0.9422827363014221,0.89760822057724,,
fon,,0.8826204538345337,,
hau,0.9727654457092285,0.904150664806366,,
ibo,0.9562844038009644,,,0.9608756303787231
kin,0.9499313831329346,,,
lug,0.9668287038803101,0.880351185798645,,
luo,0.9520168304443359,0.904130756855011,,
mos,0.960928201675415,0.8728410005569458,,
nya,0.958762526512146,,,
pcm,,0.8884932398796082,,0.9456852078437805
sna,,0.9029348492622375,,0.9546930193901062
swa,,0.9058852195739746,,
tsn,0.9491183757781982,,,0.9545325040817261
twi,,0.9096394777297974,,
wol,0.948937714099884,,,
xho,,0.8868175745010376,,0.9318548440933228
yor,0.9445118308067322,,,0.883592963218689
zul,,,,0.9327566027641296
