,ORG,LOC,DATE,PER,Mean
kin,0.9810895919799805,0.9715731143951416,,0.9779891967773438,0.9768839677174886
twi,0.9806352257728577,0.9704539775848389,,0.978959858417511,0.9766830205917358
lug,0.9687403440475464,0.9672074913978577,,0.9785556793212891,0.9715011715888977
luo,0.9749439358711243,0.9687466621398926,,0.9671198129653931,0.9702701369921366
nya,0.9780130982398987,0.9468209743499756,,0.9825263023376465,0.9691201249758402
swa,0.9637743234634399,0.9674999713897705,,0.9684225916862488,0.9665656288464864
ibo,0.9747466444969177,0.9491602182388306,,0.9740257263183594,0.9659775296847025
hau,0.976494312286377,0.9435854554176331,,0.9729525446891785,0.9643441041310629
sna,0.9779136776924133,0.9363648295402527,,0.9775774478912354,0.9639519850413004
zul,0.9751182794570923,0.9464631676673889,,0.962386965751648,0.9613228042920431
pcm,0.9529711604118347,0.9557089805603027,,0.9746018648147583,0.9610940019289652
mos,0.9667468667030334,0.9485950469970703,,0.9663726091384888,0.9605715076128641
tsn,0.9610893726348877,0.9438663721084595,,0.9731380343437195,0.9593645930290222
wol,0.9661855101585388,0.9305090308189392,,0.9725629091262817,0.9564191500345866
ewe,0.9637294411659241,0.9394717812538147,,0.9623217582702637,0.9551743268966675
fon,0.9583430886268616,0.9373763203620911,,0.9571132659912109,0.9509442249933878
xho,0.9660691022872925,0.9277629256248474,,0.9355989694595337,0.9431436657905579
bam,0.8926010131835938,0.9567136168479919,,0.9697519540786743,0.9396888613700867
bbj,0.9522686004638672,0.8953944444656372,,0.9669985771179199,0.9382205406824747
yor,0.9584493041038513,0.9001822471618652,,0.9385324120521545,0.9323879877726237
