,LOC,PER,ORG,DATE,Mean
swa,0.9997818828079944,0.9998983186387402,0.999141319033347,0.9985867535207367,0.9993520685002046
bam,0.9995811812779725,0.9998546823275677,0.9995392086169798,0.9974099318682286,0.9990962510226871
ibo,0.9996869105416885,0.9998173561910172,0.9996183135351437,0.9972610419223138,0.9990959055475408
yor,0.9994435953861542,0.9998058313035897,0.9996260802964595,0.9974740114819224,0.9990873796170314
kin,0.9998268628367123,0.9998505326899703,0.9990704417896873,0.9972778099549179,0.9990064118178219
hau,0.999742342797173,0.9998479613632839,0.9992172733303832,0.9971524893982255,0.9989900167222665
sna,0.9997880344778043,0.9999249627058219,0.99983177634934,0.9960068716100606,0.9988879112857566
twi,0.9996705850911817,0.9990759283313331,0.9998785828583077,0.9969106546593912,0.9988839377350535
ewe,0.9994994062323735,0.9998635863802042,0.9989414918886552,0.9972132446499342,0.9988794322877919
nya,0.9997795064735693,0.9999041400802022,0.9995963723754593,0.9960595791730467,0.9988348995255694
bbj,0.9993561696211286,0.999785176291995,0.9992626960853046,0.9961922818077803,0.9986490809515522
lug,0.9993898606296443,0.999961406564918,0.9995472680013376,0.9952529239059842,0.998537864775471
pcm,0.9988217371747987,0.9999285708009114,0.999232863145947,0.995908083679817,0.9984728137003684
luo,0.9998048209506701,0.9998414391548447,0.9995645023982892,0.9944593838153563,0.99841753657979
mos,0.9990427633032182,0.9998735631649045,0.999569075390364,0.9951001038717152,0.9983963764325504
xho,0.9994126153633496,0.999093593640685,0.9954582628271518,0.9992945422708931,0.9983147535255198
fon,0.9992437429937435,0.9995164836685188,0.9993561903845454,0.9946874932198867,0.9982009775666735
zul,0.9973623802841078,0.9981306207541736,0.9971550790501488,0.9994905393879245,0.9980346548690886
tsn,0.9974303835128971,0.999697161700142,0.9976061063550045,0.9960868569047001,0.9977051271181859
wol,0.9994804099008182,0.999907520554168,0.9984668296690956,0.9929431564159164,0.9976994791349996
