,DATE,PER,ORG,LOC,Mean
lug,0.8004799,0.690473,0.80137193,0.84716475,0.7848724
kin,0.79556274,0.6892475,0.7818224,0.82075125,0.77184594
nya,0.78767365,0.6872152,0.77921224,0.8079037,0.7655012
sna,0.7971171,0.6767306,0.77260983,0.80745476,0.7634781
luo,0.790205,0.6858064,0.7729653,0.80332565,0.7630756
tsn,0.78499955,0.6821201,0.76967454,0.76885617,0.75141263
wol,0.7742049,0.68363655,0.748424,0.7883589,0.7486561
zul,0.75439405,0.6822984,0.744341,0.77170765,0.7381853
ibo,0.7557739,0.6770477,0.73440206,0.75103956,0.7295658
bam,0.7621072,0.68157244,0.7202004,0.751076,0.72873896
xho,0.7362852,0.6792413,0.73378956,0.7654381,0.72868854
twi,0.74057674,0.6864814,0.7395296,0.7447318,0.72782993
ewe,0.74163604,0.67846626,0.73020345,0.74518824,0.7238735
mos,0.73799515,0.67657435,0.73075294,0.7457719,0.72277355
pcm,0.71872675,0.6820209,0.7412899,0.74540126,0.7218597
hau,0.7055768,0.6800748,0.7327962,0.7409438,0.7148479
swa,0.71958345,0.6849365,0.7317227,0.7196329,0.71396893
yor,0.72219557,0.6727385,0.7189379,0.7245733,0.70961136
fon,0.6927071,0.6713253,0.70384055,0.70828015,0.6940383
bbj,0.70102406,0.67102116,0.69093484,0.7065606,0.6923852
