,LOC,DATE,PER,ORG,Mean
lug,0.9999886931814508,0.9999753125529512,0.9999812088962107,0.9999835915600425,0.9999822015476638
kin,0.9999787314716281,0.9999678966876012,0.9999885880737949,0.9999863094187198,0.999980381412936
nya,0.9999651521216912,0.999967235455609,0.9999945457906576,0.9999931822284013,0.9999800288990898
swa,0.9999902877434501,0.9999456608996903,0.9999826936425388,0.9999846601991293,0.9999758256212021
twi,0.9999799034211512,0.9999414377303631,0.9999870816620738,0.9999905004233576,0.9999747308092364
ibo,0.9999164289338703,0.999984293781667,0.999992384695145,0.9999896683869178,0.9999706939494
zul,0.9999118168639403,0.999986901897915,0.9999845507704698,0.9999935009315547,0.99996919261597
luo,0.999969958809439,0.9999779798039394,0.9999430022702915,0.9999760634414813,0.9999667510812877
fon,0.9999321907819786,0.9999692785251465,0.9999886124399933,0.999972256912167,0.9999655846648212
wol,0.9999078560174129,0.9999695543430438,0.9999923766225931,0.9999901841953059,0.999964992794589
yor,0.9999366579342066,0.9999695909894247,0.9999649195693873,0.9999857675822961,0.9999642340188286
mos,0.9999412786224762,0.9999387304434644,0.9999910469252754,0.9999830375091979,0.9999635233751034
tsn,0.9999537749629652,0.9999723277092368,0.9999388922861477,0.9999839100894988,0.9999622262619622
bam,0.9999279753464516,0.9999651885276114,0.9999899557572671,0.9999293083119132,0.9999531069858109
pcm,0.9999850362156296,0.9998439439209543,0.9999932402696491,0.9999810620905631,0.9999508206241989
sna,0.9998417432409814,0.9999841253691278,0.9999919934816031,0.9999661811050775,0.9999460107991973
hau,0.9998602569154809,0.9999786507550307,0.9999958198132713,0.9999441098943294,0.9999447093445281
xho,0.9998064145049562,0.999984698696062,0.9999898544233454,0.999975616333767,0.9999391459895326
bbj,0.9998678748894658,0.9996862266033512,0.9999769358309747,0.9999646754967697,0.9998739282051403
ewe,0.9999837405746494,0.9994221006109902,0.999988620663016,0.9999803438350717,0.9998437014209319
